original,article,anchor,link,context
пунктом 2 настоящей статьи,33_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z767"">пунктом 2</a> настоящей статьи","2-1. Ограничения, предусмотренные пунктом 2 настоящей статьи, не распространяются на сделки"
статьи 32,32,z38,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z38"">статьи 32</a>",статьи 32 и
статьи 37,37,z43,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z43"">статьи 37</a>",статьи 37 настоящего Кодекса и законодательством Республики Казахстан о специальных экономических и
статьи 16,16,z19,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z19"">статьи 16</a>",статьи 16 и
статьи 18,18,z21,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z21"">статьи 18</a>","статьи 18 настоящего Кодекса, законами Республики Казахстан """
пункте 2-2 настоящей статьи,37_p2-2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1969"">пункте 2-2</a> настоящей статьи","настоящего Кодекса, за исключением требований, установленных подпунктами 2), 3), 4), 5) и 8) пункта"
"подпунктами 2), 3), 4), 5) и 8) пункта 1 статьи 43",43,z50,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z250"">подпунктами 2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z251"">3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z252"">4)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z253"">5)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z255"">8)</a> <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z50"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z50"">статьи 43</a>","настоящего Кодекса, за исключением требований, установленных подпунктами 2), 3), 4), 5) и 8) пункта"
"подпунктами 2), 3), 4) и 7) пункта 4 статьи 44-2",44-2,z2008,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2015"">подпунктами 2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2016"">3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2017"">4)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2020"">7)</a> <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2008"">пункта 4</a> <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2008"">статьи 44-2</a>","2-2. Временный возмездный землепользователь (арендатор) земельного участка, расположенного"
статьей 44-2,44,z51,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z51"">статьей 44-2</a>","2-2. Временный возмездный землепользователь (арендатор) земельного участка, расположенного"
статьи 35,35,z41,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z41"">статьи 35</a>",статьи 35 настоящего Кодекса.
части первой,39_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z819"">части первой</a>",Положение части первой настоящего пункта не распространяется на случаи отчуждения права зем
статьи 78,78,z88,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z88"">статьи 78</a>",статьи 78 настоящего Кодекса).
статьи 52,52,z59,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z59"">статьи 52</a>","статьи 52 настоящего Кодекса, передается в аренду земельный участок, который занят указанным имущес"
44-2,44-2,z2008,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2008"">44-2</a>","и 44-2 настоящего Кодекса, а также земель, выставляемых на торги (аукционы) согласно"
статьей 44-2,44,z51,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z51"">статьей 44-2</a>","Порядок предоставления права на земельный участок, расположенный на землях городов республи"
119-2,119-2,z1773,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1773"">119-2</a>","и 119-2 настоящего Кодекса, а также приобретение прав на земельные участки в соответствии со"
статьи 120,120,z135,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z135"">статьи 120</a>","статьи 120 настоящего Кодекса, в течение семи рабочих дней со дня поступления последнего заключения"
статьей 44-2,44,z51,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z51"">статьей 44-2</a>",Решение о предоставлении земельного участка для нужд обороны и национальной безопасности на
статьей 43-1,43,z50,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z50"">статьей 43-1</a>",В случае предоставления земельных участков в соответствии со статьей 43-1 настоящего Кодекс
части девятой,43_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z355"">части девятой</a>",Состав земельной комиссии утверждается ежегодно по истечении последующих двенадцати календа
статьей 43-1,43,z50,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z50"">статьей 43-1</a>",Срок действия положительного заключения земельной комиссии составляет один год со дня его п
статьи 50,50,z57,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z57"">статьи 50</a>",статьи 50 настоящего Кодекса).
пунктом 2 настоящей статьи,43_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z257"">пунктом 2</a> настоящей статьи",Выбор земельного участка и оформление акта о выборе земельного участка осуществляются в теч
статьи 44,44,z51,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z51"">статьи 44</a>",статьи 44 настоящего Кодекса;
статьями 43-1,43,z50,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z50"">статьями 43-1</a>","Положения настоящего пункта распространяются на земельные участки, предоставленные в порядк"
44-2,44-2,z2008,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2008"">44-2</a>","и 44-2 настоящего Кодекса, а также на земельные участки, выставляемые на торги (аукционы) согласно"
части первой,43_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z248"">части первой</a>","Данные, указанные в части первой настоящего пункта, по земельным участкам сельскохозяйствен"
статьи 50,50,z57,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z57"">статьи 50</a>","статьи 50 настоящего Кодекса, без права отчуждения, передачи в качестве вклада в уставный капитал х"
части первой,43-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1660"">части первой</a>","Смена постоянного места жительства из регионов, определенных Правительством Республики Каза"
части первой,43-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1660"">части первой</a>","Ограничения, указанные в части первой настоящего пункта, не распространяются на договор, за"
пунктом 4 статьи 50,50,z57,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z57"">пунктом 4 статьи 50</a>",При этом указанные размеры не должны превышать предельные (максимальные) размеры земельных
части первой,43-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1660"">части первой</a>",Для обеспечения доступности информации о проведении конкурса по предоставлению права времен
пункта 19 настоящей статьи,43-1_p19,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1710"">пункта 19</a> настоящей статьи",8. Не вправе участвовать в проводимых конкурсах по предоставлению права временного возмездн
пункта 9 настоящей статьи,43-1_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1681"">пункта 9</a> настоящей статьи",12. Заявка на участие в конкурсе по предоставлению права временного возмездного землепользо
статьи 43,43,z50,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z50"">статьи 43</a>",статьи 43 настоящего Кодекса.
пункта 14 статьи 43-1,43-1,z1659,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1659"">пункта 14 статьи 43-1</a>",пункта 14 статьи 43-1 настоящего Кодекса РК признана соответствующей
44-2,44-2,z2008,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2008"">44-2</a>",и 44-2 настоящего Кодекса.
44-2,44-2,z2008,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2008"">44-2</a>",и 44-2 настоящего Кодекса.
части первой,44_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1978"">части первой</a>",Действие части первой настоящего пункта не распространяется на предоставление земельных уча
части третьей,44_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1980"">части третьей</a>","Не допускается в последующем изменение целевого назначения земель, предоставленных для целе"
статьи 48,48,z55,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z55"">статьи 48</a>","статьи 48 настоящего Кодекса, при испрашивании земельного участка из земель поселка, села для целей"
статьи 107,107,z121,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z121"">статьи 107</a>",статьи 107 настоящего Кодекса;
статьи 107,107,z121,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z121"">статьи 107</a>",статьи 107 настоящего Кодекса;
Статью 44-1,44,z51,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z51"">Статью 44-1</a>",Статью 44-1 предусматривается дополнить пунктом 9 в соответствии с Законом РК от 09.01.2026
статьи 48,48,z55,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z55"">статьи 48</a>",статьи 48 настоящего Кодекса.
части первой,44-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2009"">части первой</a>","Действия, указанные в подпунктах 1), 2), 3), 4), 5) и 7) части первой настоящего пункта, ос"
пункте 7 настоящей статьи,44-2_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z2030"">пункте 7</a> настоящей статьи",5. Общий срок рассмотрения заявления о предоставлении права на земельный участок составляет
пункта 1 статьи 120,120,z135,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z135"">пункта 1 статьи 120</a>",7. В случае испрашивания земельных участков для нужд обороны и национальной безопасности по
статьи 48,48,z55,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z55"">статьи 48</a>",статьи 48 настоящего Кодекса.
статьи 120,120,z135,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z135"">статьи 120</a>","статьи 120 настоящего Кодекса, являются основанием для принятия в течение пяти рабочих дней местным"
статьи 107,107,z121,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z121"">статьи 107</a>",статьи 107 настоящего Кодекса;
Статью 44-2,44,z51,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z51"">Статью 44-2</a>",Статью 44-2 предусматривается дополнить пунктом 20 в соответствии с Законом РК от 09.01.2026
пункта 2 статьи 119-2,119-2,z1773,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1773"">пункта 2 статьи 119-2</a>",части первой пункта 2 статьи 119-2 настоящего Кодекса осуществляет выделение продаваемой части земе
пункта 3 статьи 107,107,z121,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z121"">пункта 3 статьи 107</a>","12) под объекты общего пользования, предназначенные для удовлетворения нужд населения (водо"
статьи 9,9,z11,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z11"">статьи 9</a>",статьи 9 настоящего Кодекса;
статьи 9,9,z11,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z11"">статьи 9</a>",статьи 9 настоящего Кодекса;
статьи 101,101,z114,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z114"">статьи 101</a>",статьи 101 настоящего Кодекса;
статьей 48-1,48,z55,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z55"">статьей 48-1</a>",Главу 5 предусмотрено дополнить статьей 48-1 в соответствии с Законом РК от 02.11.2015
Статью 49-1,49,z56,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z56"">Статью 49-1</a>",Статью 49-1 предусматривается дополнить пунктом 8 в соответствии с Законом РК от 09.01.2026
пункта 3 настоящей статьи,49-2_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z323"">пункта 3</a> настоящей статьи","5. Местные исполнительные органы, указанные в части первой пункта 3 настоящей статьи, обяза"
пункте 2 настоящей статьи,50_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z863"">пункте 2</a> настоящей статьи","3. Предельные (максимальные) размеры земельных участков, перечисленных в пункте 2 настоящей"
статьи 97,97,z110,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z110"">статьи 97</a>",статьи 97 настоящего Кодекса.
пунктом 7 настоящей статьи,52_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z833"">пунктом 7</a> настоящей статьи","1. Право собственности на здания (строения, сооружения) влечет за собой в установленном зак"
пункта 1 статьи 64,64,z72,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z72"">пункта 1 статьи 64</a>","пункта 1 статьи 64 настоящего Кодекса, приобретает право собственности на возведенные на земельном"
пункта 1 настоящей статьи,52_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z823"">пункта 1</a> настоящей статьи","7. Положения пункта 1 настоящей статьи не распространяются на здания (строения, сооружения)"
"пунктах 1, 2 и 3 настоящей статьи",53_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z983"">пунктах 1</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z984"">2</a> и <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z985"">3</a> настоящей статьи","4. Право общего землепользования возникает на основаниях, предусмотренных в пунктах 1, 2 и"
статьи 62,62,z69,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z69"">статьи 62</a>","статьи 62 настоящего Кодекса, и в других случаях, установленных законодательными актами Республики"
пунктом 2 статьи 55,55,z62,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z62"">пунктом 2 статьи 55</a>",2. Если выдел земельной доли в натуре не допускается законодательными актами Республики Каз
статьями 56 и 57,56,z63,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z63"">статьями 56</a> и <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z64"">57</a>","3. Условия и порядок раздела земельного участка, находящегося в общей совместной собственно"
статьи 55,55,z62,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z62"">статьи 55</a>","статьи 55 настоящего Кодекса, за исключением объектов кондоминиума."
статьей 58,58,z65,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z65"">статьей 58</a>",3. Порядок определения долей супругов в совместной собственности (совместном землепользован
статьи 26,26,z31,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z31"">статьи 26</a>","статьи 26 настоящего Кодекса, а также принадлежащие государственным землепользователям, за исключен"
статьи 39,39,z45,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z45"">статьи 39</a>",статьи 39 настоящего Кодекса.
статьи 33,33,z39,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z39"">статьи 33</a>",статьи 33 настоящего Кодекса;
статьи 52,52,z59,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z59"">статьи 52</a>","статьи 52 настоящего Кодекса на основании гражданско-правовых сделок, условия которых устанавливают"
пункта 1 настоящей статьи,64_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z974"">пункта 1</a> настоящей статьи","2. Полномочия, предусмотренные подпунктами 2), 3), 5) и 6) пункта 1 настоящей статьи, для в"
частью первой,66_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1038"">частью первой</a>","В случае неисполнения требования, установленного частью первой настоящего пункта, местный и"
частью второй,69_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1053"">частью второй</a>",В случае установления публичного сервитута для целей проведения операций по разведке полезн
частью первой,69_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1052"">частью первой</a>",В случае установления публичного сервитута для целей проведения операций по разведке полезн
пункте 1 настоящей статьи,71_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z608"">пункте 1</a> настоящей статьи","2. Разрешение на использование земельных участков для проведения работ, перечисленных в пун"
статьи 33,33,z39,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z39"">статьи 33</a>",статьи 33 и
статьи 51,51,z58,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z58"">статьи 51</a>",статьи 51 настоящего Кодекса.
статьи 39,39,z45,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z45"">статьи 39</a>",статьи 39 настоящего Кодекса).
пункте 1 настоящей статьи,86_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z304"">пункте 1</a> настоящей статьи","2. При переходе прав на земельный участок и иное недвижимое имущество в течение времени, ук"
пунктом 2 настоящей статьи,92_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z328"">пунктом 2</a> настоящей статьи","3-1. В период неиспользования земельного участка по назначению, предусмотренный пунктом 2 н"
пунктом 3 настоящей статьи,92_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z329"">пунктом 3</a> настоящей статьи","3-2. В период неиспользования земельного участка по назначению, предусмотренный пунктом 3 н"
частью первой,92_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z327"">частью первой</a>","В случае неосуществления отчуждения земельного участка по истечении срока, предусмотренного"
статьей 94,94,z105,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z105"">статьей 94</a>",2. В случаях если земельный участок используется с нарушением законодательства Республики К
статьей 99,99,z112,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z112"">статьей 99</a>","3) несоблюдение требований, установленных статьей 99 настоящего Кодекса;"
части пятой,94_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1122"">части пятой</a>","Обременение права на земельный участок, указанное в части пятой настоящего пункта, не огран"
пункта 3 статьи 9,9,z11,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z11"">пункта 3 статьи 9</a>",пункта 3 статьи 9 настоящего Кодекса) имеет право повторного получения земельного участка на безвоз
статьи 50,50,z57,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z57"">статьи 50</a>",статьи 50 настоящего Кодекса.
пункте 7 настоящей статьи,98_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1196"">пункте 7</a> настоящей статьи","8. Уполномоченный орган района (города областного значения) со своим заключением, составлен"
пункте 7 настоящей статьи,98_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1196"">пункте 7</a> настоящей статьи",11. Решения о переводе менее ценных сельскохозяйственных угодий в более ценные принимает ра
статьи 55,55,z62,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z62"">статьи 55</a>",статьи 55 настоящего Кодекса.
пунктом 4 настоящей статьи,99_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1204"">пунктом 4</a> настоящей статьи","5. Нарушение требований, установленных пунктом 4 настоящей статьи, влечет за собой меры адм"
пункта 2 настоящей статьи,100_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1207"">пункта 2</a> настоящей статьи","3. Включение земельных участков, перечисленных в подпунктах 1) и 3) пункта 2 настоящей стат"
пункта 2 настоящей статьи,100_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1207"">пункта 2</a> настоящей статьи","Включение земельных участков, перечисленных в подпункте 2) пункта 2 настоящей статьи, в сос"
пунктом 5 настоящей статьи,100_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1211"">пунктом 5</a> настоящей статьи","Земли специального земельного фонда учитываются в составе земель запаса, за исключением слу"
пункта 4 настоящей статьи,101_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1230"">пункта 4</a> настоящей статьи",В случае отсутствия порядка выдела (раздела) земельного участка в учредительных документах
части первой,102_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1236"">части первой</a>","Вид надела земельного участка, предоставляемого для ведения личного подсобного хозяйства, у"
статьи 107,107,z121,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z121"">статьи 107</a>","статьи 107 настоящего Кодекса, и отражается в решениях местных исполнительных органов о предоставле"
частью первой,119-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1774"">частью первой</a>",При этом участники специальной экономической или индустриальной зоны республиканского или р
пункте 2 настоящей статьи,119-2_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1775"">пункте 2</a> настоящей статьи","3. Лица, указанные в пункте 2 настоящей статьи, подают ходатайство в соответствующую управл"
пункта 2 настоящей статьи,121_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1332"">пункта 2</a> настоящей статьи","Земельные участки, находящиеся в зоне, указанной в подпункте 9) пункта 2 настоящей статьи,"
пункта 2 настоящей статьи,121_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1332"">пункта 2</a> настоящей статьи",пункта 2 настоящей статьи.
