original,article,anchor,link,context
статьи 52,52,z52,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52"">статьи 52</a>","статьи 52 настоящего Кодекса, допускается при непредоставлении работником информации о причинах отс"
Статью 53,53,z53,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z53"">Статью 53</a>",Статью 53 предусматривается дополнить пунктом 13 в соответствии с Законом РК от 03.01.2023
статьи 52,52,z52,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52"">статьи 52</a>",", пунктом 1-1статьи 52 настоящего Кодекса."
статьи 52,52,z52,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52"">статьи 52</a>","статьи 52 настоящего Кодекса, не допускается с беременными женщинами, предоставившими работодателю"
статьи 139,139,z139,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z139"">статьи 139</a>",статьи 139 настоящего Кодекса.
статьи 26,26,z26,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z26"">статьи 26</a>",статьи 26 настоящего Кодекса;
статьи 52,52,z52,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52"">статьи 52</a>",статьи 52 настоящего Кодекса.
статьи 66,66,z66,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z66"">статьи 66</a>","1. Дисциплинарное взыскание налагается работодателем путем издания акта работодателя, за исключе"
статьи 65,65,z65,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z65"">статьи 65</a>",статьи 65 настоящего Кодекса и другими законами Республики Казахстан.
статьи 71,71,z71,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z71"">статьи 71</a>","статьи 71 настоящего Кодекса, более чем на 4 часа."
статьей 86,86,z86,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z86"">статьей 86</a>","4. Привлечение работника к работе в течение двух рабочих смен подряд запрещается, за исключением"
статьи 77,77,z77,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z77"">статьи 77</a>",статьи 77 настоящего Кодекса.
статьи 84,84,z84,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z84"">статьи 84</a>","статьи 84 настоящего Кодекса, письменное согласие работников и издание акта работодателя не требуют"
статьи 84,84,z84,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z84"">статьи 84</a>","статьи 84 настоящего Кодекса, уполномоченный орган по труду вправе переносить выходные дни на други"
пункта 1 настоящей статьи,93_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z561"">пункта 1</a> настоящей статьи","1-1. Очередность предоставления оплачиваемых ежегодных трудовых отпусков работникам, проходящим"
частью второй,99_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z579"">частью второй</a>",При обращении женщины в период после родов за листом о временной нетрудоспособности предоставляе
пункта 2 статьи 75,75,z75,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z75"">пункта 2 статьи 75</a>","Положения части первой настоящего пункта не распространяются на случаи, предусмотренные частью в"
части первой,103_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z594"">части первой</a>","Положения части первой настоящего пункта не распространяются на случаи, предусмотренные частью в"
части первой,113_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z614"">части первой</a>",В случае нарушения указанных в части первой настоящего пункта сроков работодатель выплачивает ра
статьи 95,95,z95,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z95"">статьи 95</a>",статьи 95 настоящего Кодекса;
пунктом 3 статьи 114,114,z114,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z114"">пунктом 3 статьи 114</a>",Размер среднего дневного заработка работника определяется из расчета его средней заработной плат
пунктом 4-1 настоящей статьи,133_p4-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z1291"">пунктом 4-1</a> настоящей статьи",Работодатели вправе устанавливать дополнительные выплаты работникам к размерам социального пособ
статьи 52,52,z52,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52"">статьи 52</a>","статьи 52 настоящего Кодекса, за семь календарных дней."
статьи 52,52,z52,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52"">статьи 52</a>","статьи 52 настоящего Кодекса, выплачивается компенсация в размере двухнедельной средней заработной"
статьи 77,77,z77,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z77"">статьи 77</a>",статьи 77 и
статьи 182,182,z182,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z182"">статьи 182</a>","статьи 182 настоящего Кодекса, принимающая сторона исполняет обязанности, предусмотренные"
пункта 2 статьи 182-1,182-1,z1156,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z1156"">пункта 2 статьи 182-1</a>","пункта 2 статьи 182-1 настоящего Кодекса, а также работодатель или принимающая сторона разрабатывае"
статьей 139-1,139,z139,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z139"">статьей 139-1</a>",Главу 12 предусматривается дополнить статьей 139-1 в соответствии с Законом РК от 26.06.2025
подпунктом 2) пункта 1 статьи 30,30,z30,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z30_1_2"">подпунктом 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z30"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z30"">статьи 30</a>","2. Трудовой договор между работником и индивидуальным предпринимателем или юридическим лицом, ос"
пунктом 4 настоящей статьи,156_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z765"">пунктом 4</a> настоящей статьи","Сторона, получившая уведомление другой стороны с предложением о начале переговоров по заключению"
частью второй,158_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z777"">частью второй</a>",В коллективном договоре может быть предусмотрено его продление до даты заключения нового коллект
части первой,159_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z781"">части первой</a>",Приглашение представителя уполномоченного органа по противодействию коррупции производится путем
пункта 2) части первой статьи 160,160,z160,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z160"">пункта 2) части первой статьи 160</a>",Конституционным Судом РК начато производство по проверке конституционности подпункта 2) части перво
статьи 176,176,z176,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z176"">статьи 176</a>","статьи 176 настоящего Кодекса, в которой могут принять участие не более пятидесяти работников."
статьи 164,164,z164,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z164"">статьи 164</a>","статьи 164 настоящего Кодекса, информировать территориальное подразделение о возникновении коллекти"
статьи 171,171,z171,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z171"">статьи 171</a>","статьи 171 настоящего Кодекса, о начале забастовки и возможной ее продолжительности не позднее чем"
статьи 176,176,z176,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z176"">статьи 176</a>",статьи 176 настоящего Кодекса) не может рассматриваться как нарушение работником трудовой дисциплин
статьи 52,52,z52,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52"">статьи 52</a>",статьи 52 настоящего Кодекса.
пункта 3 статьи 198,198,z198,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z198"">пункта 3 статьи 198</a>",2. Акты государственного инспектора труда являются правовыми мерами воздействия на нарушения раб
пункта 3 настоящей статьи,198_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z1089"">пункта 3</a> настоящей статьи",1. В случае нарушения прав и законных интересов работодателя при осуществлении государственного
пункта 1 статьи 1,1,z1,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z1"">пункта 1 статьи 1</a>",пункта 1 статьи 1 действует в следующей редакции:
статьи 26,26,z26,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z26"">статьи 26</a>",статьи 26 действует в следующей редакции:
статьи 30,30,z30,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z30"">статьи 30</a>",статьи 30 действует в следующей редакции:
статьи 57,57,z57,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z57"">статьи 57</a>",статьи 57 действует в следующей редакции:
"подпунктами 1), 2), 3), 4), 5) и 13)",28,z28_1_1,"
 27) вносить информацию о заключении и прекращении с работником трудового договора, вносимых в него изменениях и (или) дополнениях, содержащих сведения, предусмотренные <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z28_1_1"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z28_1_2"">2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z28_1_3"">3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z28_1_4"">4)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z28_1_5"">5)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z28_1_13"">13)</a> ",
подпунктом 2),30,z30_1_2,"
 2. Субъекты малого предпринимательства могут заключать трудовые договоры с работниками на определенный срок без ограничения, предусмотренного <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z30_1_2"">подпунктом 2)</a> ",
подпункта 2),30,z30_1_2,"
 5. С работником, достигшим пенсионного возраста, установленного Социальным кодексом Республики Казахстан, и обладающим высоким профессиональным и квалификационным уровнем, с учетом его работоспособности трудовой договор может продлеваться ежегодно без ограничения, предусмотренного частью четвертой <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z30_1_2"">подпункта 2)</a> ",
подпунктом 1),58,z58_1_1,"
 2. В случае письменного отказа работника от перевода в другую местность вместе с работодателем либо при наличии акта, удостоверяющего отказ работника от представления письменного отказа от перевода в другую местность вместе с работодателем, трудовой договор с работником прекращается по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z58_1_1"">подпунктом 1)</a> ",
подпунктом 3),58,z58_1_3,"
 2. В случае письменного отказа работника от временного перевода на другую не противопоказанную по состоянию здоровья работу либо при наличии акта, удостоверяющего отказ работника от представления письменного отказа от временного перевода по таким основаниям, трудовой договор с работником прекращается по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z58_1_3"">подпунктом 3)</a> ",
подпунктом 2),58,z58_1_2,"
 3. В случае письменного отказа работника от продолжения работы в связи с изменением условий труда либо при наличии акта, удостоверяющего отказ работника от представления письменного отказа от продолжения работы в связи с изменением условий труда, трудовой договор с работником прекращается по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z58_1_2"">подпунктом 2)</a> ",
подпунктами 1) и 2),52,z52_1_1,"
 1. Работодатель при расторжении трудового договора по основаниям, предусмотренным <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_1"">подпунктами 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_2"">2)</a> ",
подпунктами 2) и 4),52,z52_1_2,"
 Не допускается расторжение трудового договора с работниками до достижения пенсионного возраста, установленного Социальным кодексом Республики Казахстан, которым осталось менее двух лет, по основаниям, предусмотренным <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_2"">подпунктами 2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_4"">4)</a> ",
подпунктом 3),52,z52_1_3,"
 2. При расторжении трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_3"">подпунктом 3)</a> ",
подпунктом 4),52,z52_1_4,"
 3. Расторжение трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_4"">подпунктом 4)</a> ",
подпунктом 5),52,z52_1_5,"
 4. Расторжение трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_5"">подпунктом 5)</a> ",
подпунктом 6),52,z52_1_6,"
 5. Для расторжения трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_6"">подпунктом 6)</a> ",
"подпунктами 8), 9), 10), 11), 12), 14), 15), 16), 17) и 18)",52,z52_1_8,"
 6. Расторжение трудового договора по основаниям, предусмотренным <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_8"">подпунктами 8)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_9"">9)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_10"">10)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_11"">11)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_12"">12)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_14"">14)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_15"">15)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_16"">16)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_17"">17)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_18"">18)</a> ",
подпунктом 9),52,z52_1_9,"
 7. Расторжение трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_9"">подпунктом 9)</a> ",
подпунктом 10),52,z52_1_10,"
 7-1. Расторжение трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_10"">подпунктом 10)</a> ",
подпунктом 13),52,z52_1_13,"
 7-2. Расторжение трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_13"">подпунктом 13)</a> ",
подпунктом 20),52,z52_1_20,"
 8. Расторжение трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_20"">подпунктом 20)</a> ",
подпунктом 24),52,z52_1_24,"
 9. Расторжение трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_24"">подпунктом 24)</a> ",
подпунктом 25),52,z52_1_25,"
 10. Расторжение трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_25"">подпунктом 25)</a> ",
"подпунктами 1), 18), 20) и 23)",52,z52_1_1,"
 1. Не допускается расторжение трудового договора по инициативе работодателя в период временной нетрудоспособности и пребывания работника в отпуске, за исключением случаев, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_1"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_18"">18)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_20"">20)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_23"">23)</a> ",
подпунктами 2) и 3),52,z52_1_2,"
 2. Расторжение трудового договора по инициативе работодателя по основаниям, предусмотренным <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_2"">подпунктами 2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_3"">3)</a> ",
"подпунктах 2), 3) и 4)",57,z57_1_2,"
 2. Датой прекращения трудового договора по основаниям, указанным в <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z57_1_2"">подпунктах 2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z57_1_3"">3)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z57_1_4"">4)</a> ",
"подпунктами 8), 9), 10), 11), 12), 14), 15), 16), 17) и 18)",52,z52_1_8,"
 4) расторжение трудового договора по инициативе работодателя по основаниям, предусмотренным <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_8"">подпунктами 8)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_9"">9)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_10"">10)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_11"">11)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_12"">12)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_14"">14)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_15"">15)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_16"">16)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_17"">17)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_18"">18)</a> ",
подпунктами 1) и 4),77,z77_2_1,"
 3. Ограничение предельного количества сверхурочных работ не распространяется на работы в случаях, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z77_2_1"">подпунктами 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z77_2_4"">4)</a> ",
подпунктами 1) и 2),52,z52_1_1,"
 6. Работодатель обязан уведомить работника, занятого на сезонных работах, о предстоящем расторжении трудового договора по основаниям, предусмотренным <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_1"">подпунктами 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_2"">2)</a> ",
подпунктами 1) и 2),52,z52_1_1,"
 8. При расторжении трудового договора с работником, занятым на сезонных работах, по основаниям, предусмотренным <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_1"">подпунктами 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_2"">2)</a> ",
"подпунктами 2), 3), 8), 10), 11), 14), 16) и 17)",182,z182_2_2,"
 7. В целях обеспечения безопасности и охраны труда работников в период выполнения ими дистанционной работы работодатель исполняет обязанности, предусмотренные <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z182_2_2"">подпунктами 2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z182_2_3"">3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z182_2_8"">8)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z182_2_10"">10)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z182_2_11"">11)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z182_2_14"">14)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z182_2_16"">16)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z182_2_17"">17)</a> ",
подпунктом 22),52,z52_1_22,"
 В процессе урегулирования коллективного трудового спора, включая проведение забастовки, запрещается локаут, то есть расторжение трудовых договоров с работниками по инициативе работодателя в связи с их участием в коллективном трудовом споре или в забастовке, за исключением случая, предусмотренного <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1_22"">подпунктом 22)</a> ",
подпунктом 6),193,z193_6,"
 При этом акт о приостановлении (запрещении) деятельности действует до возбуждения судом гражданского дела по исковому заявлению о приостановлении (запрещении) деятельности, поданному в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z193_6"">подпунктом 6)</a> ",
подпункт 4),26,z26_1_4,"
 2) <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z26_1_4"">подпункт 4)</a> ",
подпункт 6),30,z30_1_6,"
 3) <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z30_1_6"">подпункт 6)</a> ",
подпункт 1),57,z57_1_1,"
 4) <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z57_1_1"">подпункт 1)</a> ",
подпункт 3),60,z60_3,"
 5) <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z60_3"">подпункт 3)</a> ",
", пунктом 1-1",52,z52,", <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52"">пунктом 1-1</a>",
"
 11. Расторжение трудового договора по основанию, предусмотренному подпунктом 1) пункта 1-1 ",52,z52,"
 11. Расторжение трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z1199"">подпунктом 1)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52"">пункта 1-1</a>",
"
 12. Расторжение трудового договора по основанию, предусмотренному подпунктом 2) пункта 1-1 ",52,z52,"
 12. Расторжение трудового договора по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52_1-1_2"">подпунктом 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000414#z52"">пункта 1-1</a>",
