original,article,anchor,link,context
пунктом 1 статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">пунктом 1 статьи 207</a>","достижением пенсионного возраста, установленного пунктом 1 статьи 207 настоящего Кодекса;"
пунктом 6 статьи 115,115,z1676,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1676"">пунктом 6 статьи 115</a>",1. Обусловленная денежная помощь оказывается одиноким и (или) одиноко проживающим малообесп
пункте 4 настоящей статьи,122_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1772"">пункте 4</a> настоящей статьи",", при условии его (их) участия в мерах содействия занятости и (или) при необходимости социальной ада"
статьи 120,120,z1741,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1741"">статьи 120</a>","статьи 120 настоящего Кодекса, является одно из следующих критериев:"
пункте 4 статьи 122,122,z1765,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1765"">пункте 4 статьи 122</a>","4) отказ трудоспособного члена семьи, за исключением лиц, указанных в пункте 4 статьи 122 н"
пункте 1 настоящей статьи,133_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1846"">пункте 1</a> настоящей статьи","3. Предоставление специальных социальных услуг лицу (семье), не относящемуся (не относящейс"
пункта 1 статьи 133,133,z1845,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1845"">пункта 1 статьи 133</a>","пункта 1 статьи 133 настоящего Кодекса, в соответствии с индивидуальной программой через портал соц"
пункта 1 статьи 133,133,z1845,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1845"">пункта 1 статьи 133</a>","пункта 1 статьи 133 настоящего Кодекса, в соответствии с критериями оценки наличия жестокого обраще"
пункта 1 статьи 133,133,z1845,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1845"">пункта 1 статьи 133</a>","пункта 1 статьи 133 настоящего Кодекса, на основании заявления;"
пункта 1 статьи 133,133,z1845,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1845"">пункта 1 статьи 133</a>","пункта 1 статьи 133 настоящего Кодекса, по решению местных исполнительных органов."
пункта 1 статьи 133,133,z1845,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1845"">пункта 1 статьи 133</a>","пункта 1 статьи 133 настоящего Кодекса, выбор субъектов из числа включенных в регистр организаций,"
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>",статьи 207 настоящего Кодекса.
подпунктах 7) и 8) настоящего пункта,155_8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2070"">подпунктах 7)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2071"">8)</a> настоящего пункта","Причины инвалидности, указанные в подпунктах 7) и 8) настоящего пункта, выносятся в строгом"
статьей 169,169,z2201,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2201"">статьей 169</a>",3. Обеспечение лиц с инвалидностью и детей с инвалидностью санаторно-курортным лечением осу
пунктами 5 и 6 настоящей статьи,160_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2116"">пунктами 5</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2117"">6</a> настоящей статьи","4. Лицу с инвалидностью, получившему трудовое увечье или профессиональное заболевание по ви"
пунктом 3 настоящей статьи,160_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2114"">пунктом 3</a> настоящей статьи",5. В случае вступления в законную силу в отношении работодателя решения суда о признании ег
пунктом 3 настоящей статьи,160_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2114"">пунктом 3</a> настоящей статьи",6. В случае прекращения деятельности работодателя – индивидуального предпринимателя или лик
пунктом 1 настоящей статьи,162_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2127"">пунктом 1</a> настоящей статьи",5. В случаях прекращения деятельности работодателя – индивидуального предпринимателя или ли
статьей 187,187,z2416,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2416"">статьей 187</a>","Услуги индивидуального помощника для лица с инвалидностью первой группы, имеющего затруднен"
пунктом 1 статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">пунктом 1 статьи 207</a>","5) достигшее пенсионного возраста, установленного пунктом 1 статьи 207 настоящего Кодекса,"
статьей 135,135,z1879,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1879"">статьей 135</a>",2. Предоставление специальных социальных услуг лицам с инвалидностью осуществляется субъект
главой 10,ch10,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1434"">главой 10</a>","1. Профессиональная реабилитация лиц с инвалидностью включает профессиональную ориентацию,"
части первой,167_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2164"">части первой</a>",Требования части первой настоящей статьи не распространяются на услуги индивидуального помо
части первой,167_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2164"">части первой</a>","Требования подпунктов 1), 2), 3), 8), 9) и 10) части первой настоящего пункта не распростра"
пунктом 2 настоящей статьи,167_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2165"">пунктом 2</a> настоящей статьи",5) вынесения комиссией заключения о снятии с регистрации на портале социальных услуг в соот
части первой,167_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2164"">части первой</a>","Снятие с регистрации на портале социальных услуг в соответствии с подпунктами 1), 3), 4) и"
части первой,167_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2164"">части первой</a>","В случае, указанном в подпункте 5) части первой настоящего пункта, лицо с инвалидностью не"
части первой,167_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2164"">части первой</a>","В случае снятия поставщика с регистрации на портале социальных услуг по основаниям, предусм"
части первой,167_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2164"">части первой</a>","В случае снятия поставщика с регистрации на портале социальных услуг по основаниям, предусм"
пункта 1 настоящей статьи,168_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2195"">пункта 1</a> настоящей статьи","3-1. Лицо с инвалидностью, указанное в части второй пункта 1 настоящей статьи, имеет право"
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>",статьи 207 настоящего Кодекса.
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>","статьи 207,"
подпунктах 3) и 6) статьи 176,176,z2273,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2273"">подпунктах 3) и 6) статьи 176</a>","3. Лицам с инвалидностью, указанным в подпунктах 3) и 6) статьи 176 настоящего Кодекса, гос"
пункте 5) статьи 176,176,z2273,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2273"">пункте 5) статьи 176</a>","4. Лицам с инвалидностью, указанным в подпункте 5) статьи 176 настоящего Кодекса, государст"
статьей 236,236,z2984,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2984"">статьей 236</a>","5. Детям с инвалидностью до семи лет и детям с инвалидностью с семи до восемнадцати лет, по"
части первой,177_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2283"">части первой</a>","Детям, указанным в части первой настоящего пункта, государственное социальное пособие по ин"
части первой,177_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2283"">части первой</a>","Лицам, указанным в части первой настоящего пункта, государственное пособие по инвалидности"
статьи 177,177,z2282,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2282"">статьи 177</a>",статьи 177 настоящего Кодекса.
статьей 177,177,z2282,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2282"">статьей 177</a>","5. Лицам, проживающим в центрах оказания специальных социальных услуг в условиях стационара"
статьей 177,177,z2282,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2282"">статьей 177</a>","Лицам, проживающим в центрах оказания специальных социальных услуг для лиц с психоневрологи"
статьи 118,118,z1703,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1703"">статьи 118</a>",статьи 118 настоящего Кодекса.
статьях 101-1,101,z1505,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1505"">статьях 101-1</a>","3-1. Для лиц, указанных в статьях 101-1 и"
статьи 244,244,z3113,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3113"">статьи 244</a>",статьи 244 настоящего Кодекса.
пункта 3 настоящей статьи,185_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2405"">пункта 3</a> настоящей статьи",Выплата пособия воспитывающему ребенка с инвалидностью прекращается с даты наступления обст
статьи 172,172,z2228,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2228"">статьи 172</a>",статьи 172 настоящего Кодекса.
пунктом 3 настоящей статьи,190_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2452"">пунктом 3</a> настоящей статьи","2. Лицам, имеющим одновременно право на получение специального государственного пособия по"
статьи 177,177,z2282,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2282"">статьи 177</a>","статьи 177 настоящего Кодекса, а также лица с инвалидностью первой, второй и третьей групп, прожива"
пункта 3 статьи 190,190,z2448,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2448"">пункта 3 статьи 190</a>","пункта 3 статьи 190 настоящего Кодекса, документом, подтверждающим стаж работы, являются трудовая к"
статьи 177,177,z2282,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2282"">статьи 177</a>","статьи 177 настоящего Кодекса, а также лицам с инвалидностью первой и второй групп, проживающим в г"
статьи 177,177,z2282,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2282"">статьи 177</a>","статьи 177 настоящего Кодекса, а также лицам с инвалидностью третьей группы, проживающим в городе Б"
пункта 3 статьи 190,190,z2448,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2448"">пункта 3 статьи 190</a>","пункта 3 статьи 190 настоящего Кодекса, то специальное государственное пособие может быть переоформ"
пунктами 1 и 2 настоящей статьи,195-1_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3416"">пунктами 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3422"">2</a> настоящей статьи","3. Права, предусмотренные пунктами 1 и 2 настоящей статьи, реализуются в порядке и на услов"
пунктами 1 и 2 статьи 195-1,195-1,z3415,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3415"">пунктами 1 и 2 статьи 195-1</a>",2. Основанием для отказа в назначении специального профессионального государственного пособ
пункта 1 статьи 196,196,z2540,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2540"">пункта 1 статьи 196</a>",Конституционным Судом РК начато производство по проверке конституционности пункта 1 статьи 196
пункта 3 настоящей статьи,197_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2557"">пункта 3</a> настоящей статьи",В этом случае пенсионные выплаты за выслугу лет осуществляются со дня увольнения со службы
пункта 2 статьи 202,202,z2586,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2586"">пункта 2 статьи 202</a>",Конституционным Судом РК начато производство по проверке конституционности пункта 2 статьи 202
статьи 210,210,z2700,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2700"">статьи 210</a>","статьи 210 настоящего Кодекса, если исчисленный в соответствии с данной нормой размер пенсионной вы"
подпункта 2) пункта 3 статьи 204,204,z2602,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z204_3_2"">подпункта 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2610"">пункта 3</a> <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2602"">статьи 204</a>",Конституционным Судом РК начато производство по проверке конституционности подпункта 2) пункта
пунктом 1 статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">пунктом 1 статьи 207</a>","2) достигшим пенсионного возраста в соответствии с пунктом 1 статьи 207 настоящего Кодекса,"
частью второй,206_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2632"">частью второй</a>",Размер назначенной государственной базовой пенсионной выплаты ежегодно пересчитывается в со
пункта 3 статьи 248,248,z3162,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3162"">пункта 3 статьи 248</a>",пункта 3 статьи 248 настоящего Кодекса. С 1 января 2005 года указанные периоды засчитываются при ус
пункта 1 статьи 208,208,z2668,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2668"">пункта 1 статьи 208</a>",пункта 1 статьи 208 Социального кодекса РК признан соответствующим
статьи 6,6,z188,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z188"">статьи 6</a>","статьи 6,"
пункта 2 статьи 206,206,z2624,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2624"">пункта 2 статьи 206</a>",пункта 2 статьи 206 данного Кодекса и подпунктов 1) и 2)
подпунктом 1) настоящего пункта,208_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2687"">подпунктом 1)</a> настоящего пункта","2) работа, в том числе в качестве вольнонаемного состава в воинских частях, и служба, кроме"
пунктом 3 настоящей статьи,210_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2704"">пунктом 3</a> настоящей статьи","Размер среднемесячного дохода, за исключением дохода, определяемого в соответствии с пункто"
пунктом 1 настоящей статьи,212_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2720"">пунктом 1</a> настоящей статьи","7. Лица, указанные в пункте 6 настоящей статьи и вновь прослужившие 3 года, при повторном у"
пункте 6 настоящей статьи,212_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2731"">пункте 6</a> настоящей статьи","7. Лица, указанные в пункте 6 настоящей статьи и вновь прослужившие 3 года, при повторном у"
пункте 6 настоящей статьи,212_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2731"">пункте 6</a> настоящей статьи","Действие данного пункта распространяется на лиц, указанных в пункте 6 настоящей статьи, пов"
пунктами 1 – 4 настоящей статьи,212_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2720"">пунктами 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2729"">4</a> настоящей статьи",9. Право на пенсионные выплаты за выслугу лет в соответствии с пунктами 1 – 4 настоящей ста
пункта 2 статьи 212,212,z2719,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2719"">пункта 2 статьи 212</a>","пункта 2 статьи 212 настоящего Кодекса, увеличивается на два процента, за каждый полный год трудово"
статьи 212,212,z2719,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2719"">статьи 212</a>","статьи 212 настоящего Кодекса, увеличивается на один процент от денежного содержания."
статьи 212,212,z2719,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2719"">статьи 212</a>","статьи 212 настоящего Кодекса, пенсионные выплаты за выслугу лет устанавливаются из расчета 2 проце"
пунктами 2 – 5 настоящей статьи,213_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2743"">пунктами 2</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2747"">5</a> настоящей статьи","6. Максимальный размер месячных пенсионных выплат за выслугу лет военнослужащих, сотруднико"
пункте 4 статьи 212,212,z2719,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2719"">пункте 4 статьи 212</a>","2. Пенсионные выплаты за выслугу лет лицам, указанным в пункте 4 статьи 212 настоящего Коде"
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>",статьи 207 настоящего Кодекса;
статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>","статьи 220, подпунктах 2) и 3)"
статьи 221,221,z2815,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2815"">статьи 221</a>",статьи 221 настоящего Кодекса.
статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>","статьи 220, а также осуществившим перевод пенсионных накоплений в доверительное управление управляю"
пунктом 1 статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">пунктом 1 статьи 207</a>","пункта 5 статьи 37 настоящего Кодекса, государство гарантирует сохранность обязательных пенсионных"
пункта 5 статьи 37,37,z702,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z702"">пункта 5 статьи 37</a>","пункта 5 статьи 37 настоящего Кодекса, государство гарантирует сохранность обязательных пенсионных"
