original,article,anchor,link,context
пунктами 5 и 6 настоящей статьи,52_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z582"">пунктами 5</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z583"">6</a> настоящей статьи","3. Обязательной стратегической экологической оценке подлежат Документы, направленные на раз"
пункта 3 настоящей статьи,52_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z579"">пункта 3</a> настоящей статьи","4. Проекты Документов, которые не подпадают под действие пункта 3 настоящей статьи, подлежа"
пункте 6 настоящей статьи,52_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z583"">пункте 6</a> настоящей статьи","Положения части первой настоящего пункта не распространяются на документы, указанные в пунк"
части первой,52_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z577"">части первой</a>","Положения части первой настоящего пункта не распространяются на документы, указанные в пунк"
пункте 3 настоящей статьи,52_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z579"">пункте 3</a> настоящей статьи","5. Стратегическая экологическая оценка не проводится при внесении в Документы, перечисленны"
пунктом 3 настоящей статьи,55_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z601"">пунктом 3</a> настоящей статьи",1. Скрининг воздействий Документов представляет собой процесс выявления потенциальных сущес
статьи 52,52,z576,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z576"">статьи 52</a>",статьи 52 настоящего Кодекса.
пункта 1 статьи 80,80,z1025,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1025"">пункта 1 статьи 80</a>",пункта 1 статьи 80 настоящего Кодекса.
пункте 6 настоящей статьи,55_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z616"">пункте 6</a> настоящей статьи","7. В течение двух рабочих дней после получения документов, указанных в пункте 6 настоящей с"
статьи 60,60,z686,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z686"">статьи 60</a>",статьи 60 настоящего Кодекса.
пунктом 3 настоящей статьи,55_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z601"">пунктом 3</a> настоящей статьи",8. Уполномоченный орган в области охраны окружающей среды рассматривает полученные документ
пункте 10 настоящей статьи,55_p10,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z625"">пункте 10</a> настоящей статьи","9. Не позднее срока, указанного в пункте 10 настоящей статьи, уполномоченный орган в област"
пункте 6 настоящей статьи,55_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z616"">пункте 6</a> настоящей статьи",10. Срок проведения скрининга воздействий Документа составляет пятнадцать рабочих дней с да
пункте 4 настоящей статьи,57_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z645"">пункте 4</a> настоящей статьи","3. Отчет по стратегической экологической оценке должен содержать информацию, указанную в пу"
пунктом 5 статьи 60,60,z686,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z686"">пунктом 5 статьи 60</a>",7. В течение двух рабочих дней после получения от государственного органа – разработчика от
статьей 59,59,z671,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z671"">статьей 59</a>",7. В течение двух рабочих дней после получения от государственного органа – разработчика от
пункте 8 настоящей статьи,57_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z660"">пункте 8</a> настоящей статьи",10. По результатам оценки качества отчета по стратегической экологической оценке уполномоче
пунктом 5 статьи 60,60,z686,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z686"">пунктом 5 статьи 60</a>",11. В течение двух рабочих дней после получения заключения уполномоченного органа в области
статьи 57,57,z641,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z641"">статьи 57</a>",статьи 57 настоящего Кодекса при необходимости осуществляет доработку Документа с учетом выводов от
пунктом 1 настоящей статьи,58_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z668"">пунктом 1</a> настоящей статьи",2. После доработки Документа в соответствии с пунктом 1 настоящей статьи государственный ор
статьи 57,57,z641,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z641"">статьи 57</a>",статьи 57 настоящего Кодекса.
статьи 60,60,z686,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z686"">статьи 60</a>",статьи 60 настоящего Кодекса.
пунктом 5 настоящей статьи,60_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z702"">пунктом 5</a> настоящей статьи","3) информирования заинтересованной общественности в случаях, предусмотренных настоящим Коде"
пункта 6 настоящей статьи,60_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z707"">пункта 6</a> настоящей статьи","3) в отношении информации, указанной в подпунктах 1), 2), 3) и 11) пункта 6 настоящей стать"
пункта 6 настоящей статьи,60_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z707"">пункта 6</a> настоящей статьи","7. Информация по стратегической экологической оценке, указанная в подпунктах 5) – 16) пункт"
пункта 1 статьи 80,80,z1025,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1025"">пункта 1 статьи 80</a>","пункта 1 статьи 80 настоящего Кодекса, в ходе стратегической экологической оценки проводится оценка"
статьи 60,60,z686,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z686"">статьи 60</a>",статьи 60 настоящего Кодекса и инструкцией по организации и проведению экологической оценки.
подпунктах 1) и 2) настоящего пункта,65_1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z744"">подпунктах 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z745"">2)</a> настоящего пункта","3) при внесении существенных изменений в виды деятельности и (или) деятельность объектов, у"
пункте 1 настоящей статьи,65_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z743"">пункте 1</a> настоящей статьи",3. Оценка воздействия на окружающую среду не является обязательной для видов и объектов дея
статьи 65,65,z742,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z742"">статьи 65</a>",статьи 65 настоящего Кодекса;
пункте 2 настоящей статьи,68_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z789"">пункте 2</a> настоящей статьи",5. В течение двух рабочих дней после получения заявления о намечаемой деятельности уполномо
пунктом 2 настоящей статьи,68_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z789"">пунктом 2</a> настоящей статьи",1) в случае отсутствия в заявлении о намечаемой деятельности одного или нескольких реквизит
пунктом 2 настоящей статьи,68_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z789"">пунктом 2</a> настоящей статьи","2) в случае представления инициатором заявления о намечаемой деятельности, содержащего все"
пункта 9 настоящей статьи,68_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z816"">пункта 9</a> настоящей статьи",7. Заявление о намечаемой деятельности после размещения его на интернет-ресурсах уполномоче
пункта 7 настоящей статьи,68_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z813"">пункта 7</a> настоящей статьи",8. Местные исполнительные органы соответствующих административно-территориальных единиц не
части второй,68_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z789"">части второй</a>","Замечания и предложения заинтересованных государственных органов и общественности, полученн"
части первой,68_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z788"">части первой</a>",Местные исполнительные органы соответствующих административно-территориальных единиц в тече
статьи 68,68,z787,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z787"">статьи 68</a>","статьи 68 настоящего Кодекса, настоящей статьей и инструкцией по организации и проведению экологиче"
статьи 68,68,z787,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z787"">статьи 68</a>",статьи 68 настоящего Кодекса.
пункте 4 настоящей статьи,69_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z829"">пункте 4</a> настоящей статьи","6. Уполномоченный орган в области охраны окружающей среды не позднее срока, указанного в пу"
статьей 71,71,z852,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z852"">статьей 71</a>",8. Если в заключении о результатах скрининга воздействий намечаемой деятельности делается в
пунктом 1 настоящей статьи,70_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z837"">пунктом 1</a> настоящей статьи","2. Рассмотрение критериев, предусмотренных пунктом 1 настоящей статьи, осуществляется в соо"
статьи 68,68,z787,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z787"">статьи 68</a>","статьи 68 настоящего Кодекса, уполномоченный орган в области охраны окружающей среды выносит заключ"
статьи 68,68,z787,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z787"">статьи 68</a>","статьи 68 настоящего Кодекса, и направляет инициатору такое заключение с размещением его копии на о"
пунктом 10 статьи 68,68,z787,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z787"">пунктом 10 статьи 68</a>","4. В заключение об определении сферы охвата оценки воздействия на окружающую среду, учитыва"
подпункте 3) настоящего пункта,72_4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z874"">подпункте 3)</a> настоящего пункта","4) описание возможных существенных воздействий (прямых и косвенных, кумулятивных, трансгран"
пункте 8 настоящей статьи,72_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z897"">пункте 8</a> настоящей статьи","5. Сведения, содержащиеся в отчете о возможных воздействиях, должны соответствовать требова"
статьи 73,73,z903,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z903"">статьи 73</a>","статьи 73 настоящего Кодекса, протокола экспертной комиссии;"
пункта 8 настоящей статьи,72_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z897"">пункта 8</a> настоящей статьи","3) при наличии в отчете коммерческой, служебной или иной охраняемой законом тайны – докумен"
пунктом 7 настоящей статьи,72_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z894"">пунктом 7</a> настоящей статьи","8. При наличии в отчете коммерческой, служебной или иной охраняемой законом тайны инициатор"
части первой,72_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z861"">части первой</a>",При этом в целях обеспечения права общественности на доступ к экологической информации соот
пункте 7 настоящей статьи,72_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z894"">пункте 7</a> настоящей статьи",10. Уполномоченный орган в области охраны окружающей среды в течение двух рабочих дней посл
частью второй,72_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z862"">частью второй</a>","Замечания и предложения в письменной форме (на бумажных или электронных носителях), получен"
пункта 4 статьи 76,76,z979,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z979"">пункта 4 статьи 76</a>",пункта 4 статьи 76 настоящего Кодекса.
статьи 72,72,z860,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z860"">статьи 72</a>",статьи 72 настоящего Кодекса;
пункта 2 настоящей статьи,73_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z905"">пункта 2</a> настоящей статьи",3. Подведомственная организация уполномоченного органа в области охраны окружающей среды и местные и
пункта 3 настоящей статьи,73_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z906"">пункта 3</a> настоящей статьи",Объявление о проведении общественных слушаний должно быть распространено указанными в части
части первой,73_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z904"">части первой</a>",Объявление о проведении общественных слушаний должно быть распространено указанными в части
пунктом 10 статьи 68,68,z787,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z787"">пунктом 10 статьи 68</a>",5. Инициатор обязан представлять общественности по ее запросу копии заявления о намечаемой
пунктом 7 настоящей статьи,73_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z921"">пунктом 7</a> настоящей статьи","1) все замечания и предложения заинтересованных государственных органов и общественности, п"
подпунктом 1) настоящего пункта,73_13,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z930"">подпунктом 1)</a> настоящего пункта","2) ответы и комментарии инициатора по каждому замечанию и предложению, внесенным в протокол"
статьей 76,76,z979,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z979"">статьей 76</a>",1) при отсутствии в протоколе замечаний и предложений заинтересованных государственных орга
статьи 65,65,z742,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z742"">статьи 65</a>","статьи 65 настоящего Кодекса, которые ранее не были рассмотрены на общественных слушаниях;"
пунктами 1 – 15 и 18 настоящей статьи,73_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z904"">пунктами 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z934"">15</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z939"">18</a> настоящей статьи",Повторные общественные слушания проводятся в соответствии с пунктами 1 – 15 и 18 настоящей
статьи 65,65,z742,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z742"">статьи 65</a>","статьи 65 настоящего Кодекса, которые были внесены в проект отчета о возможных воздействиях и ранее"
части первой,73_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z904"">части первой</a>",В процессе проведения повторных общественных слушаний любое участвующее в них лицо вправе о
статьи 73,73,z903,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z903"">статьи 73</a>",статьи 73 настоящего Кодекса:
части первой,74_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z943"">части первой</a>",По результатам заседания экспертной комиссии составляется протокол заседания экспертной ком
статьи 73,73,z903,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z903"">статьи 73</a>",14. В случае принятия экспертной комиссией решения о необходимости доработки проекта отчета
пункта 1 статьи 80,80,z1025,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1025"">пункта 1 статьи 80</a>","пункта 1 статьи 80 настоящего Кодекса, в ходе оценки воздействия на окружающую среду проводится оце"
частью первой,76_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z980"">частью первой</a>",Если подписанный протокол общественных слушаний не представлен в уполномоченный орган в обл
частью второй,76_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z981"">частью второй</a>","7. Заключение по результатам оценки воздействия на окружающую среду действует бессрочно, за"
пункта 1 настоящей статьи,78_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1012"">пункта 1</a> настоящей статьи","2. Не позднее срока, указанного в части второй пункта 1 настоящей статьи, составитель отчет"
пункта 1 настоящей статьи,80_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1026"">пункта 1</a> настоящей статьи","3. Основания, указанные в подпунктах 1) и 2) пункта 1 настоящей статьи, выявляются:"
пункта 1 настоящей статьи,80_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1026"">пункта 1</a> настоящей статьи","По мере появления дополнительной информации основания, перечисленные в подпунктах 1) и 2) п"
пункта 1 настоящей статьи,80_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1026"">пункта 1</a> настоящей статьи","Уполномоченный орган в области охраны окружающей среды проверяет наличие оснований, перечис"
подпунктах 1) и 2) пункта 1 статьи 80,80,z1025,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1027"">подпунктах 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1028"">2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1025"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1025"">статьи 80</a>","1. При выявлении оснований, перечисленных в подпунктах 1) и 2) пункта 1 статьи 80 настоящег"
пункте 3 настоящей статьи,81_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1060"">пункте 3</a> настоящей статьи","4) требования, предъявляемые к документам и (или) информации, перечисленным в подпунктах 2)"
подпунктах 2) и 3) настоящего пункта,81_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1044"">подпунктах 2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1053"">3)</a> настоящего пункта","4) требования, предъявляемые к документам и (или) информации, перечисленным в подпунктах 2)"
пункта 2 настоящей статьи,81_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1042"">пункта 2</a> настоящей статьи","3. Документы и (или) информация, перечисленные в подпунктах 2) и 3) пункта 2 настоящей стат"
пунктом 5 настоящей статьи,81_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1062"">пунктом 5</a> настоящей статьи","7. В случае, если хотя бы одна из затрагиваемых сторон, получившая документы, направленные"
пункте 2 настоящей статьи,82_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1076"">пункте 2</a> настоящей статьи",3. Государственный орган – разработчик или инициатор намечаемой деятельности в течение пятн
части первой,82_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1074"">части первой</a>","Уполномоченный орган в области охраны окружающей среды в течение пяти рабочих дней, следующ"
части первой,82_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1074"">части первой</a>","Фрагменты документов, указанных в абзацах втором и третьем части первой настоящего пункта,"
пунктах 7 и 8 настоящей статьи,82_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1087"">пунктах 7</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1093"">8</a> настоящей статьи","9. Уполномоченный орган в области охраны окружающей среды в течение пяти рабочих дней, след"
пункте 1 настоящей статьи,84_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1112"">пункте 1</a> настоящей статьи","2. В течение двух рабочих дней, следующих за днем получения уведомления, указанного в пункт"
статьи 87,87,z1132,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1132"">статьи 87</a>",части первой статьи 87 настоящего Кодекса.
статьи 87,87,z1132,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1132"">статьи 87</a>","статьи 87 настоящего Кодекса, сроки проведения государственной экологической экспертизы, процедура"
пунктом 2 настоящей статьи,89_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1157"">пунктом 2</a> настоящей статьи","статьи 87 настоящего Кодекса, срок проведения государственной экологической экспертизы не должен пр"
статьи 87,87,z1132,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1132"">статьи 87</a>","статьи 87 настоящего Кодекса, срок проведения государственной экологической экспертизы не должен пр"
частью первой,89_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1156"">частью первой</a>",В случае неустранения замечаний выдается отрицательное заключение государственной экологиче
статьей 88,88,z1144,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1144"">статьей 88</a>",4. Заключение государственной экологической экспертизы подписывается руководителями ведомст
пункте 1 настоящей статьи,91_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1178"">пункте 1</a> настоящей статьи",2. При организации и проведении государственной экологической экспертизы руководители подра
статьи 65,65,z742,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z742"">статьи 65</a>","статьи 65 настоящего Кодекса, которые ранее не были рассмотрены на общественных слушаниях;"
статьей 110,110,z1336,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1336"">статьей 110</a>",Деятельность по эксплуатации объектов III категории может осуществляться при условии подачи
пункте 1 настоящей статьи,107_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1325"">пункте 1</a> настоящей статьи","2. В течение десяти рабочих дней с даты наступления обстоятельств, указанных в пункте 1 нас"
пункта 1 настоящей статьи,108_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1328"">пункта 1</a> настоящей статьи","В случае переоформления экологического разрешения по основанию, предусмотренному подпунктом"
пункте 1 настоящей статьи,111_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1354"">пункте 1</a> настоящей статьи","2. Операторы иных объектов, не указанных в пункте 1 настоящей статьи, вправе в добровольном"
статьи 115,115,z1469,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1469"">статьи 115</a>","статьи 115 настоящего Кодекса, комплексное экологическое разрешение выдается уполномоченным органом"
частью третьей,111_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1356"">частью третьей</a>","4. Комплексное экологическое разрешение действует бессрочно, за исключением случая, предусм"
статьи 118,118,z1499,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1499"">статьи 118</a>",статьи 118 настоящего Кодекса.
части второй,111_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1355"">части второй</a>","В случае, указанном в части второй настоящего пункта, действие ранее выданного комплексного"
статьей 119,119,z1511,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1511"">статьей 119</a>",5) для действующих объектов I категории при невозможности соблюдения ими технологических по
части первой,115_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1470"">части первой</a>","пункта 1 статьи 88 настоящего Кодекса и в течение срока, указанного в части первой настоящего пункт"
пункта 1 статьи 88,88,z1144,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1144"">пункта 1 статьи 88</a>","пункта 1 статьи 88 настоящего Кодекса и в течение срока, указанного в части первой настоящего пункт"
пункта 2 настоящей статьи,115_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1471"">пункта 2</a> настоящей статьи",4. В течение двадцати пяти рабочих дней с даты получения заявления заинтересованные государ
пункте 4 настоящей статьи,115_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1480"">пункте 4</a> настоящей статьи","5. Заключения заинтересованных государственных органов, полученные уполномоченным органом в"
статьей 74,74,z942,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z942"">статьей 74</a>","Разногласия, возникающие по условиям, включенным в проект комплексного экологического разре"
пункта 2 статьи 115,115,z1469,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1469"">пункта 2 статьи 115</a>","части второй пункта 2 статьи 115 настоящего Кодекса, если затрагиваемое иностранное государство пре"
статьи 115,115,z1469,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1469"">статьи 115</a>",статьи 115 настоящего Кодекса уполномоченный орган в области охраны окружающей среды принимает реше
пункта 1 статьи 65,65,z742,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z742"">пункта 1 статьи 65</a>",пункта 1 статьи 65 настоящего Кодекса;
пунктом 1 настоящей статьи,118_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1500"">пунктом 1</a> настоящей статьи",2. Оператор обязан подать заявление на пересмотр комплексного экологического разрешения в с
пункта 1 настоящей статьи,118_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1500"">пункта 1</a> настоящей статьи",2) в течение трех месяцев с даты утверждения нового заключения по наилучшим доступным техни
частью третьей,119_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1521"">частью третьей</a>","В графике планируемых мероприятий, а в случае, предусмотренном частью третьей настоящего пу"
