original,article,anchor,link,context
статьи 74,74,z1181,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1181"">статьи 74</a>","статьи 74 настоящего Кодекса, является основанием для осуществления налогового администрирования, в"
части первой,75_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1206"">части первой</a>","В случаях, если ликвидируемый налогоплательщик является юридическим лицом, имеющим структурное п"
частью первой,75_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1206"">частью первой</a>","При этом уплата налогов и платежей в бюджет, социальных платежей, отраженных в дополнительной на"
статьи 74,74,z1181,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1181"">статьи 74</a>",статьи 74 настоящего Кодекса.
части первой,76_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1231"">части первой</a>","При выявлении налоговым органом расхождений (нарушений) по деятельности, указанной в части перво"
статьи 74,74,z1181,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1181"">статьи 74</a>",статьи 74 настоящего Кодекса;
статьи 74,74,z1181,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1181"">статьи 74</a>","статьи 74 настоящего Кодекса, и налоговое заявление о проведении налоговой проверки;"
пункта 1 настоящей статьи,81_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1290"">пункта 1</a> настоящей статьи","пункта 1 настоящей статьи, представляются контрагенту налогоплательщика, который является получател"
пункта 1 статьи 82,82,z1298,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1298"">пункта 1 статьи 82</a>","пункта 1 статьи 82 настоящего Кодекса, в течение одного рабочего дня, следующего за днем приостанов"
пункта 3 настоящей статьи,84_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1355"">пункта 3</a> настоящей статьи","пункта 3 настоящей статьи, подлежат отмене:"
статьи 86,86,z1399,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1399"">статьи 86</a>",статьи 86 и
статьи 87,87,z1424,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1424"">статьи 87</a>",статьи 87 настоящего Кодекса.
пункта 3 настоящей статьи,84_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1355"">пункта 3</a> настоящей статьи","пункта 3 настоящей статьи, приостанавливается:"
частью второй,86_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1401"">частью второй</a>",4. Приостановление расходных операций распространяется на все расходные операции налогоплательщи
пункта 1 настоящей статьи,88_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1444"">пункта 1</a> настоящей статьи",пункта 1 настоящей статьи;
пункта 1 настоящей статьи,88_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1444"">пункта 1</a> настоящей статьи",пункта 1 настоящей статьи.
частью первой,91_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1501"">частью первой</a>","Приостановление действий, предусмотренных частью первой настоящего пункта, осуществляется в отно"
Статья 92,92,z92h,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z92h"">Статья 92</a>",Статья 92 вводится в действие с 01.01.2027 в соответствии с
части первой,94_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1582"">части первой</a>","Действия, указанные в части первой настоящего пункта, производятся налоговым органом на основани"
статьи 231,231,z3992,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3992"">статьи 231</a>",статьи 231 настоящего Кодекса деятельности;
статьи 231,231,z3992,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3992"">статьи 231</a>",статьи 231 настоящего Кодекса;
пункта 1 статьи 687,687,z11220,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z11220"">пункта 1 статьи 687</a>","пункта 1 статьи 687 настоящего Кодекса, – до приобретения акций, долей участия, указанных в"
пункта 1 статьи 687,687,z11220,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z11220"">пункта 1 статьи 687</a>",пункта 1 статьи 687 настоящего Кодекса;
статьи 681,681,z11118,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z11118"">статьи 681</a>",статьи 681 настоящего Кодекса;
части первой,95_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1606"">части первой</a>","части первой настоящего пункта, регистрационный учет также производится на основании сведений уполн"
пункта 1 статьи 687,687,z11220,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z11220"">пункта 1 статьи 687</a>",пункта 1 статьи 687 настоящего Кодекса.
пункта 1 статьи 687,687,z11220,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z11220"">пункта 1 статьи 687</a>","пункта 1 статьи 687 настоящего Кодекса, – на основании:"
пункта 1 статьи 687,687,z11220,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z11220"">пункта 1 статьи 687</a>",пункта 1 статьи 687 настоящего Кодекса;
пункта 1 статьи 226,226,z3920,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3920"">пункта 1 статьи 226</a>","пункта 1 статьи 226 настоящего Кодекса, – на основании налогового заявления такого юридического лиц"
части первой,95_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1606"">части первой</a>","Копии документов, представляемые в целях, указанных в части первой настоящего пункта, должны быт"
пункта 1 статьи 226,226,z3920,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3920"">пункта 1 статьи 226</a>","пункта 1 статьи 226 настоящего Кодекса, – на основании налогового заявления зависимого агента;"
главы 5,ch5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z981"">главы 5</a>",главы 5 настоящего Кодекса и (или) в соответствии с
части первой,98_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1650"">части первой</a>","Снятие с регистрационного учета, указанного в части первой настоящего пункта, производится налог"
пункта 1 статьи 449,449,z7528,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7528"">пункта 1 статьи 449</a>","пункта 1 статьи 449 настоящего Кодекса, с нарастающим итогом с даты, установленной"
пункта 1 настоящей статьи,99_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1655"">пункта 1</a> настоящей статьи","пункта 1 настоящей статьи, не распространяются на иностранную компанию, осуществляющую деятельность"
статьи 99,99,z1654,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1654"">статьи 99</a>",статьи 99 и
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, за исключением импорта подакцизных товаров, по которым"
пункта 1 настоящей статьи,104_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1714"">пункта 1</a> настоящей статьи","пункта 1 настоящей статьи под объектами, связанными с налогообложением, понимаются производственный"
пункта 1 настоящей статьи,104_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1714"">пункта 1</a> настоящей статьи",пункта 1 настоящей статьи.
пункта 1 настоящей статьи,104_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1714"">пункта 1</a> настоящей статьи","пункта 1 настоящей статьи, производится на основании уведомления о начале или прекращении деятельно"
пункта 1 настоящей статьи,104_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1714"">пункта 1</a> настоящей статьи","пункта 1 настоящей статьи, регистрационный учет каждого объекта налогообложения и объекта, связанно"
статьи 104,104,z1713,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1713"">статьи 104</a>",статьи 104 настоящего Кодекса;
пункта 1 статьи 104,104,z1713,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1713"">пункта 1 статьи 104</a>",пункта 1 статьи 104 настоящего Кодекса:
пункта 1 статьи 104,104,z1713,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1713"">пункта 1 статьи 104</a>","пункта 1 статьи 104 настоящего Кодекса, по адресу, указанному в лицензии;"
пункта 1 статьи 104,104,z1713,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1713"">пункта 1 статьи 104</a>","пункта 1 статьи 104 настоящего Кодекса, в течение трехмесячного периода со дня, следующего за днем"
частью первой,107_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1749"">частью первой</a>","Способы обеспечения, предусмотренные частью первой настоящего пункта, если иное не установлено у"
главы 5,ch5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z981"">главы 5</a>",главы 5 настоящего Кодекса.
части первой,109_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1780"">части первой</a>",Положения части первой настоящего пункта не распространяются на налогоплательщика:
статьи 422,422,z7207,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7207"">статьи 422</a>","статьи 422 настоящего Кодекса, налоговая отчетность, за исключением заявления о ввозе товаров и упл"
части третьей,115_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1888"">части третьей</a>","части третьей настоящего пункта, статуса ""Документ не принят"", такая налоговая отчетность признаетс"
частью первой,116_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1923"">частью первой</a>","Отражение изменений и (или) дополнений сведений, предусмотренных частью первой настоящего пункта"
части первой,120_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1993"">части первой</a>",Положение части первой настоящего пункта не применяется при определении излишне уплаченных сумм
статьи 120,120,z1992,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1992"">статьи 120</a>",статьи 120 настоящего Кодекса:
пункта 3 настоящей статьи,122_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2062"">пункта 3</a> настоящей статьи","пункта 3 настоящей статьи зачета суммы излишне уплаченного налога, платежа в бюджет и пеней."
части второй,122_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2055"">части второй</a>","Возврату в случае, указанном в части второй настоящего пункта, подлежит остаток суммы излишне уп"
части первой,125_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2098"">части первой</a>","После представления налоговым органом документов, указанных в части первой настоящего пункта, пл"
статьи 127,127,z2147,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2147"">статьи 127</a>","статьи 127,"
статьи 128,128,z2156,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2156"">статьи 128</a>",статьи 128 и
статьи 129,129,z2166,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2166"">статьи 129</a>",статьи 129 настоящего Кодекса.
частью первой,125_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2098"">частью первой</a>","При непредставлении налогового заявления в срок, установленный частью первой настоящего пункта,"
пункте 1 настоящей статьи,127_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2148"">пункте 1</a> настоящей статьи","3. Сумма превышения налога подлежит возврату плательщикам налога, указанным в пункте 1 настоящей"
части первой,129_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2167"">части первой</a>","части первой настоящего пункта применяются также при строительстве ""под ключ"" в соответствии с зако"
пунктом 7 настоящей статьи,129_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2186"">пунктом 7</a> настоящей статьи",6. С целью подтверждения достоверности суммы превышения налога плательщик налога вправе представ
пункта 7 настоящей статьи,129_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2186"">пункта 7</a> настоящей статьи","пункта 7 настоящей статьи, и не позднее 25 числа второго месяца каждого налогового периода на основ"
пункта 7 настоящей статьи,129_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2186"">пункта 7</a> настоящей статьи",пункта 7 настоящей статьи.
пункта 9 настоящей статьи,129_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2191"">пункта 9</a> настоящей статьи","пункта 9 настоящей статьи, в случае незавершения строительства в срок, указанный в проекте, подлежи"
пунктом 6 настоящей статьи,131_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2233"">пунктом 6</a> настоящей статьи","9. Если в течение срока возврата, установленного пунктом 6 настоящей статьи, не будут устранены"
части первой,134_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2314"">части первой</a>","Перечень импортируемых на территорию Республики Казахстан товаров, указанных в части первой наст"
части первой,137_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2335"">части первой</a>","Действие части первой настоящего пункта не распространяется на сделки (операции), по которым суд"
пункта 6 настоящей статьи,137_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2357"">пункта 6</a> настоящей статьи",пункта 6 настоящей статьи.
части второй,137_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2339"">части второй</a>",При этом приостановление действует на период со дня вынесения указанного в части второй настояще
частью первой,137_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2335"">частью первой</a>","Способы обеспечения, предусмотренные частью первой настоящего пункта, если иное не установлено у"
главы 5,ch5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z981"">главы 5</a>",главы 5 настоящего Кодекса.
пункта 2 настоящей статьи,142_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2426"">пункта 2</a> настоящей статьи",пункта 2 настоящей статьи.
главы 5,ch5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z981"">главы 5</a>",главы 5 настоящего Кодекса.
частью второй,144_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2457"">частью второй</a>","настоящего Кодекса, из крупных налогоплательщиков, соответствующих условиям, установленным частью в"
части первой,144_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2456"">части первой</a>","части первой настоящего пункта, отбираются из числа налогоплательщиков, у которых сумма стоимостных"
частью первой,144_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2456"">частью первой</a>","Перечень участников формируется на основе данных налоговой отчетности, представленной по состоян"
части первой,147_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2519"">части первой</a>","Форма заявления об участии в горизонтальном мониторинге, а также формы приложений к заявлению, у"
части первой,148_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2529"">части первой</a>","По окончании срока, указанного в части первой настоящего пункта, горизонтальный мониторинг в отн"
статьи 149,149,z2552,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2552"">статьи 149</a>",статьи 149 настоящего Кодекса.
частью первой,149_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2553"">частью первой</a>","При этом мотивированное решение, определенное частью первой настоящего пункта, признается предва"
части первой,152_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2597"">части первой</a>",Положение части первой настоящего пункта не распространяется на налоговые проверки в отношении:
части второй,152_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2600"">части второй</a>",Положения части второй настоящего пункта не распространяются на случай назначения комплексной на
пункта 1 статьи 88,88,z1443,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1443"">пункта 1 статьи 88</a>",пункта 1 статьи 88 настоящего Кодекса;
пункта 2 статьи 156,156,z2672,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2672"">пункта 2 статьи 156</a>","пункта 2 статьи 156 настоящего Кодекса, расходы по разгрузке, погрузке, хранению, возникающие при п"
части второй,162_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2795"">части второй</a>",Положение части второй настоящего пункта не применяется при наличии права налогоплательщика (нал
главы 10,ch10,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1957"">главы 10</a>",главы 10 настоящего Кодекса.
части первой,166_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2889"">части первой</a>",Требования части первой настоящего пункта по поступлению валютной выручки на банковские счета на
пункта 1 статьи 160,160,z2748,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2748"">пункта 1 статьи 160</a>",пункта 1 статьи 160 настоящего Кодекса.
статьи 163,163,z2814,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2814"">статьи 163</a>",статьи 163 настоящего Кодекса.
статьи 49,49,z669,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z669"">статьи 49</a>",статьи 49 настоящего Кодекса;
частью первой,171_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2998"">частью первой</a>","Не подлежит продлению срок исполнения налогового обязательства в порядке, определенном частью пе"
части первой,171_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2998"">части первой</a>",Положения части первой настоящего пункта не распространяются на тематические налоговые проверки
части первой,171_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2998"">части первой</a>",Положение части первой настоящего пункта не распространяется на нарушения налогового законодател
статьи 171,171,z2997,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2997"">статьи 171</a>",статьи 171 настоящего Кодекса.
пунктом 5 настоящей статьи,175_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3076"">пунктом 5</a> настоящей статьи","4. Запрещается оборот подакцизных товаров, подлежащих маркировке, в виде хранения, реализации и"
частью второй,177_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3124"">частью второй</a>","Субъект контроля или руководитель (уполномоченное должностное лицо) субъекта контроля в случае,"
части первой,177_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3118"">части первой</a>","При воспрепятствовании должностным лицам налогового органа, осуществляющим контроль, в совершени"
части первой,177_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3118"">части первой</a>","В случаях, указанных в части первой настоящего пункта, субъекту контроля представляется извещени"
части первой,177_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3118"">части первой</a>","Требование, указанное в части первой настоящего пункта, представляется в течение пяти рабочих дн"
статьи 177,177,z3117,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3117"">статьи 177</a>",статьи 177 настоящего Кодекса.
части второй,178_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3181"">части второй</a>","Руководитель (уполномоченное должностное лицо) субъекта контроля в случае, указанном в части вто"
части первой,178_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3180"">части первой</a>","При воспрепятствовании должностным лицам налогового органа, осуществляющим контроль, в совершени"
