original,article,anchor,link,context
пункта 4 настоящей статьи,8_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z152"">пункта 4</a> настоящей статьи","Реестр недобросовестных участников государственных закупок, предусмотренных подпунктом 2) ч"
пункта 5 настоящей статьи,8_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z163"">пункта 5</a> настоящей статьи","6. В случае, предусмотренном частью второй пункта 5 настоящей статьи, потенциальный поставщ"
пункта 4 настоящей статьи,8_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z152"">пункта 4</a> настоящей статьи","7. Потенциальные поставщики и (или) поставщики, включенные в реестр недобросовестных участн"
пункта 4 настоящей статьи,8_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z152"">пункта 4</a> настоящей статьи","Потенциальные поставщики, включенные в реестр недобросовестных участников государственных з"
пункта 7 настоящей статьи,8_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z172"">пункта 7</a> настоящей статьи","1) истечение сроков, установленных частями первой и второй пункта 7 настоящей статьи;"
"подпунктами 1), 25) и 26) пункта 3 статьи 16",16,z294,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z301"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z339"">25)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z340"">26)</a> <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z300"">пункта 3</a> <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z294"">статьи 16</a>",11. В реестр недобросовестных участников государственных закупок не включаются потенциальны
пункта 1 настоящей статьи,10_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z190"">пункта 1</a> настоящей статьи","2. Способы осуществления государственных закупок, предусмотренные подпунктами 1), 2), 3) и"
частью первой,10_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z190"">частью первой</a>",Не допускается в целях применения способа запроса ценовых предложений дробление годового об
частью первой,10_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z190"">частью первой</a>",Не допускается в целях применения способа через электронный магазин дробление годового объе
пунктом 1 настоящей статьи,10_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z190"">пунктом 1</a> настоящей статьи",7. При определении способа осуществления государственных закупок приоритетным выбором являю
пункте 1 настоящей статьи,10_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z190"">пункте 1</a> настоящей статьи","8. Порядок осуществления государственных закупок способами, указанными в пункте 1 настоящей"
пункта 1 настоящей статьи,10_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z190"">пункта 1</a> настоящей статьи","9. Обеспечение заявки на участие в государственных закупках, предусмотренных подпунктами 1)"
пункта 1 настоящей статьи,10_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z190"">пункта 1</a> настоящей статьи","10. Для участия в государственных закупках, предусмотренных подпунктами 1), 2), 3) и 5) пун"
пунктом 1 настоящей статьи,11_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z210"">пунктом 1</a> настоящей статьи","2. Порядок установления квалификационных требований, предусмотренных пунктом 1 настоящей ст"
пункте 1 настоящей статьи,11_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z210"">пункте 1</a> настоящей статьи","3. Не допускается установление квалификационных требований, указанных в пункте 1 настоящей"
пунктами 6 и 7 статьи 27,27,z495,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z495"">пунктами 6 и 7 статьи 27</a>","6. Не допускается установление квалификационных требований, не предусмотренных пунктом 1 на"
статьей 26,26,z489,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z489"">статьей 26</a>","6. Не допускается установление квалификационных требований, не предусмотренных пунктом 1 на"
пунктом 1 настоящей статьи,11_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z210"">пунктом 1</a> настоящей статьи","6. Не допускается установление квалификационных требований, не предусмотренных пунктом 1 на"
пунктом 7 настоящей статьи,11_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z232"">пунктом 7</a> настоящей статьи",8. Не допускается признание потенциального поставщика и (или) привлекаемого им субподрядчик
статьей 11,11,z209,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z209"">статьей 11</a>","1. Кроме квалификационных требований, предусмотренных статьей 11 настоящего Закона, к потен"
пункта 1 настоящей статьи,15_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z273"">пункта 1</a> настоящей статьи","4. В случае признания повторных государственных закупок способом конкурса, аукциона несосто"
статьей 26,26,z489,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z489"">статьей 26</a>","5. В случаях признания государственных закупок способом конкурса, аукциона несостоявшимися"
пункта 1 настоящей статьи,15_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z273"">пункта 1</a> настоящей статьи","5. В случаях признания государственных закупок способом конкурса, аукциона несостоявшимися"
"подпунктами 1), 3), 4), 5), 6), 7) и 9) пункта 1 статьи 7",7,z111,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z113"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z116"">3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z117"">4)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z118"">5)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z119"">6)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z120"">7)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z122"">9)</a> <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z112"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z111"">статьи 7</a>","2) предусмотренных подпунктами 1), 3), 4), 5), 6), 7) и 9) пункта 1 статьи 7 настоящего Зак"
пунктом 8 настоящей статьи,15_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z285"">пунктом 8</a> настоящей статьи","9. Если после автоматического отклонения веб-порталом ценовых предложений по основаниям, пр"
пунктом 1 статьи 10,10,z189,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z189"">пунктом 1 статьи 10</a>","2) об осуществлении государственных закупок иными конкурентными способами, определенными пу"
пунктами 2 и 3 настоящей статьи,16_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z296"">пунктами 2</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z300"">3</a> настоящей статьи","1. Государственные закупки способом из одного источника осуществляются в случаях, предусмот"
пунктами 7 и 9 статьи 15,15,z272,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z272"">пунктами 7 и 9 статьи 15</a>",2) государственные закупки способом запроса ценовых предложений признаны несостоявшимися в
"подпунктами 1), 4), 6) и 7) пункта 1 статьи 5",5,z72,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z74"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z77"">4)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z79"">6)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z80"">7)</a> <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z73"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z72"">статьи 5</a>",6. Государственные закупки способом из одного источника путем прямого заключения договора о
пунктом 3 статьи 16,16,z294,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z294"">пунктом 3 статьи 16</a>","Договоры, заключенные в соответствии с пунктом 3 статьи 16 настоящего Закона, могут быть со"
подпункте 2) настоящего пункта,18_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z398"">подпункте 2)</a> настоящего пункта","3) в части уменьшения либо увеличения суммы договора, связанной с уменьшением либо увеличен"
пунктами 1 и 2 настоящей статьи,18_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z390"">пунктами 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z396"">2</a> настоящей статьи","3. Не допускается внесение в проект договора либо заключенный договор изменений, которые мо"
пунктом 8 статьи 17,17,z367,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z367"">пунктом 8 статьи 17</a>",3) заказчиком в одностороннем порядке в случае привлечения поставщиком не заявленных на уча
части первой,18_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z390"">части первой</a>","Основания расторжения договора, предусмотренные подпунктами 1), 2) и 3) части первой настоя"
частью первой,18_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z390"">частью первой</a>","Расторжение договора по основаниям, не предусмотренным частью первой настоящего пункта, не"
пунктом 1 настоящей статьи,25_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z479"">пунктом 1</a> настоящей статьи","2. Заказчик, организатор, единый организатор в течение трех рабочих дней после дня истечени"
пункте 2 настоящей статьи,27_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z497"">пункте 2</a> настоящей статьи","Общественные объединения лиц с инвалидностью Республики Казахстан и (или) организации, созд"
части второй,27_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z497"">части второй</a>",В случае выявления несоответствия подпунктам 1) и 2) части второй настоящего пункта обществ
пунктом 2 настоящей статьи,27_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z497"">пунктом 2</a> настоящей статьи","4. Для реализации положений, установленных пунктом 2 настоящей статьи, организатор осуществ"
пунктом 2 настоящей статьи,27_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z497"">пунктом 2</a> настоящей статьи",При осуществлении государственных закупок в соответствии с пунктом 2 настоящей статьи орган
"подпунктами 3), 6), 21), 22), 23) и 24)",16,z304,"
      Не подлежат включению в годовой план государственных закупок (предварительный годовой план государственных закупок) сведения о государственных закупках, осуществляемых в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z304"">подпунктами 3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z311"">6)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z335"">21)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z336"">22)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z337"">23)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z338"">24)</a> ",
"подпунктами 3), 6), 21), 22), 23) и 24)",16,z304,"
      8. Не допускается приобретение товаров, работ, услуг, не предусмотренных утвержденным (уточненным) годовым планом государственных закупок (предварительным годовым планом государственных закупок), за исключением приобретения товаров, работ, услуг в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z304"">подпунктами 3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z311"">6)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z335"">21)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z336"">22)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z337"">23)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z338"">24)</a> ",
"подпунктами 3), 4), 5), 6) и 7)",7,z116,"
      2. Ограничения, предусмотренные <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z116"">подпунктами 3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z117"">4)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z118"">5)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z119"">6)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z120"">7)</a> ",
"подпунктами 6), 12), 21), 22) и 24)",16,z311,"
      Не подлежат включению в реестр договоров сведения о договорах, заключенных по результатам государственных закупок, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z311"">подпунктами 6)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z322"">12)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z335"">21)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z336"">22)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z338"">24)</a> ",
"подпунктами 1), 2), 3) и 5)",10,z191,"
      2. Способы осуществления государственных закупок, предусмотренные <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z191"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z192"">2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z193"">3)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z195"">5)</a> ",
"подпунктами 1), 2), 3) и 5)",10,z191,"
      9. Обеспечение заявки на участие в государственных закупках, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z191"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z192"">2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z193"">3)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z195"">5)</a> ",
"подпунктами 1), 2), 3) и 5)",10,z191,"
      10. Для участия в государственных закупках, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z191"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z192"">2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z193"">3)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z195"">5)</a> ",
подпунктом 1),15,z274,"
      4. В случае признания повторных государственных закупок способом конкурса, аукциона несостоявшимися по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z274"">подпунктом 1)</a> ",
подпунктами 2) и 3),15,z275,"
      5. В случаях признания государственных закупок способом конкурса, аукциона несостоявшимися по основаниям, предусмотренным <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z275"">подпунктами 2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z2400000106#z276"">3)</a> ",
