original,article,anchor,link,context
части первой,37_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1140"">части первой</a>","Целевые индикаторы, указанные в подпунктах 1), 2) и 3) части первой настоящего пункта, отра"
статьи 91,91,z2293,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2293"">статьи 91</a>",статьи 91 настоящего Кодекса.
статьей 46,46,z1423,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1423"">статьей 46</a>","12. На основе отчетов о реализации планов развития областей, городов республиканского значе"
статьи 90,90,z2250,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2250"">статьи 90</a>",статьи 90 настоящего Кодекса.
статьи 91,91,z2293,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2293"">статьи 91</a>",статьи 91 настоящего Кодекса.
пункте 1 настоящей статьи,38_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1170"">пункте 1</a> настоящей статьи",4. По итогам каждого финансового года формируются отчет по выполнению планов мероприятий ил
пункте 1 настоящей статьи,38_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1170"">пункте 1</a> настоящей статьи",5. Мониторинг реализации планов мероприятий или планов развития субъектов квазигосударствен
пункте 1 настоящей статьи,38_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1170"">пункте 1</a> настоящей статьи","6. Отчетность по выполнению планов мероприятий, планов развития субъектов квазигосударствен"
пункте 1 настоящей статьи,38_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1170"">пункте 1</a> настоящей статьи","7. Порядок разработки, согласования и утверждения планов мероприятий или планов развития су"
статьей 40,40,z1194,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1194"">статьей 40</a>",8. Результаты мониторинга и оценки реализации планов мероприятий или планов развития субъек
пункте 1 настоящей статьи,38_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1170"">пункте 1</a> настоящей статьи",8. Результаты мониторинга и оценки реализации планов мероприятий или планов развития субъек
статьи 70,70,z1770,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1770"">статьи 70</a>","статьи 70 настоящего Кодекса, осуществления местного самоуправления и другими способами, предусмотр"
статьей 41,41,z1267,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1267"">статьей 41</a>",ответственность участников бюджетного процесса в соответствии со статьей 41 настоящего Коде
пункта 3 статьи 40,40,z1194,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1194"">пункта 3 статьи 40</a>",Абзац пятый  пункта 3 статьи 40 вводится в действие с 01.01.2027 в соответствии с
пункта 1 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 1 статьи 172</a>",пункта 1 статьи 172 настоящего Кодекса.
статей 87,87,z2181,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2181"">статей 87</a>",статей 87 и
статьи 91,91,z2293,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2293"">статьи 91</a>",статьи 91 настоящего Кодекса;
статьи 148,148,z3322,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3322"">статьи 148</a>",статьи 148 настоящего Кодекса;
статьи 75,75,z1911,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1911"">статьи 75</a>",статьи 75 настоящего Кодекса;
пункте 5 настоящей статьи,43_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1370"">пункте 5</a> настоящей статьи",6. Исходя из темы и целей проведения обзора расходов применяется один или несколько видов о
Подпункт 5) пункта 2 статьи 47,47,z1438,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z47_2_5"">Подпункт 5)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1438"">пункта 2</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1438"">статьи 47</a>",Подпункт 5) пункта 2 статьи 47 вводится в действие с 01.01.2027 в соответствии с
пункта 1 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 1 статьи 172</a>",пункта 1 статьи 172 настоящего Кодекса.
статьи 137,137,z3106,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3106"">статьи 137</a>","статьи 137 настоящего Кодекса, определения критериев и формирования перечня субъектов квазигосударс"
статьи 47,47,z1438,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1438"">статьи 47</a>",статьи 47 настоящего Кодекса.
статьи 59,59,z1654,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1654"">статьи 59</a>",статьи 59 настоящего Кодекса.
статье 51,51,z1507,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1507"">статье 51</a>","настоящего Кодекса и включаются в прогноз социально-экономического развития Республики Казахстан, с"
пункта 2 настоящей статьи,49_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1490"">пункта 2</a> настоящей статьи",3. Положения пункта 2 настоящей статьи не распространяются на долг Национального Банка Респ
частью первой,51_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1508"">частью первой</a>",Методологическое обеспечение расчетов показателей прогноза социально-экономического развити
"пунктами 3, 4, 5 и 6 настоящей статьи",52_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1525"">пунктами 3</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1526"">4</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1527"">5</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1528"">6</a> настоящей статьи","1. Прогнозирование поступлений в государственный и республиканский бюджеты, Национальный фо"
частью второй,52_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1522"">частью второй</a>","Прогнозирование поступлений в местный бюджет по категориям, классам и подклассам единой бюд"
Статья 54,54,z54h,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z54h"">Статья 54</a>",Статья 54 вводится в действие с 01.01.2027 в соответствии с
пункта 1 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 1 статьи 172</a>",пункта 1 статьи 172 настоящего Кодекса.
статьи 73,73,z1859,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1859"">статьи 73</a>",статьи 73 настоящего Кодекса;
части первой,56_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1575"">части первой</a>",Действие части первой настоящего пункта распространяется на случаи выступления государства
пункте 2 настоящей статьи,56_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1577"">пункте 2</a> настоящей статьи","3. Уменьшение размера выплат или освобождение от уплаты поступлений, указанных в пункте 2 н"
статьи 47,47,z1438,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1438"">статьи 47</a>",статьи 47 настоящего Кодекса;
статьи 148,148,z3322,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3322"">статьи 148</a>","статьи 148 настоящего Кодекса, при отсутствии альтернативных источников финансирования."
пункте 1 настоящей статьи,61_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1681"">пункте 1</a> настоящей статьи","2. Проекты по направлениям, указанным в пункте 1 настоящей статьи, и объемы их финансирован"
статьи 47,47,z1438,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1438"">статьи 47</a>",статьи 47 настоящего Кодекса;
пункт 12) статьи 71,71,z1800,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1800"">пункт 12) статьи 71</a>",Подпункт 12) статьи 71 вводится в действие с 01.01.2028 в соответствии с
пункта 1 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 1 статьи 172</a>",пункта 1 статьи 172 настоящего Кодекса.
главой 30,ch30,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3463"">главой 30</a>",8. Бюджетные кредиты планируются и включаются в проект бюджета в соответствии с главой 30 н
пункте 1 настоящей статьи,71_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1801"">пункте 1</a> настоящей статьи","11. Процедуры разработки и рассмотрения документов, указанных в пункте 1 настоящей статьи,"
статьи 70,70,z1770,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1770"">статьи 70</a>",статьи 70 настоящего Кодекса.
пункта 2 статьи 73,73,z1859,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1859"">пункта 2 статьи 73</a>",Часть 2 пункта 2 статьи 73 вводится в действие с 01.01.2027 в соответствии в
пункта 1 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 1 статьи 172</a>",пункта 1 статьи 172 настоящего Кодекса.
статьи 83,83,z2115,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2115"">статьи 83</a>",статьи 83 настоящего Кодекса.
части второй,73_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1864"">части второй</a>",Указанные в части второй настоящего пункта положения могут быть введены в действие не ранее
пунктах 1 и 3 настоящей статьи,73_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1860"">пунктах 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1872"">3</a> настоящей статьи","4. Для актов, указанных в пунктах 1 и 3 настоящей статьи, предусматривающих сокращение дохо"
статьи 70,70,z1770,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1770"">статьи 70</a>",статьи 70 настоящего Кодекса.
статьей 80,80,z2062,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2062"">статьей 80</a>",3. Лимиты расходов администраторов республиканских бюджетных программ определяются централь
пункта 5 настоящей статьи,74_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1881"">пункта 5</a> настоящей статьи","6. Лимиты расходов администраторов республиканских бюджетных программ, отнесенных к подпунк"
пункта 5 настоящей статьи,74_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1881"">пункта 5</a> настоящей статьи","Лимиты расходов, отнесенных к подпункту 1) пункта 5 настоящей статьи, определенные с учетом"
пункта 5 настоящей статьи,74_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1881"">пункта 5</a> настоящей статьи","Лимит расходов администратора республиканских бюджетных программ, отнесенных к подпункту 1)"
пункта 5 настоящей статьи,74_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1881"">пункта 5</a> настоящей статьи","7. Лимиты расходов администраторов республиканских бюджетных программ, отнесенных к подпунк"
статьи 48,48,z1463,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1463"">статьи 48</a>","статьи 48 настоящего Кодекса, с учетом предложений Республиканской бюджетной комиссии."
пункта 5 настоящей статьи,74_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1881"">пункта 5</a> настоящей статьи","8. Лимиты расходов администраторов республиканских бюджетных программ по расходам, отнесенн"
пункта 9 настоящей статьи,74_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1895"">пункта 9</a> настоящей статьи","10. Лимиты расходов администраторов местных бюджетных программ по расходам, отнесенным к по"
пункта 9 настоящей статьи,74_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1895"">пункта 9</a> настоящей статьи","Лимиты по расходам, отнесенным к подпункту 1) пункта 9 настоящей статьи, определенные с уче"
пункта 9 настоящей статьи,74_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1895"">пункта 9</a> настоящей статьи","Лимит расходов администратора местных бюджетных программ, отнесенных к подпункту 1) пункта"
пункта 9 настоящей статьи,74_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1895"">пункта 9</a> настоящей статьи","11. Лимиты расходов администраторов местных бюджетных программ по расходам, отнесенным к по"
пункта 9 настоящей статьи,74_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1895"">пункта 9</a> настоящей статьи","12. Лимиты расходов администраторов местных бюджетных программ по расходам, отнесенным к по"
статьи 74,74,z1876,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1876"">статьи 74</a>",статьи 74 настоящего Кодекса;
статьи 148,148,z3322,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3322"">статьи 148</a>",статьи 148 настоящего Кодекса.
пунктов 1 – 8 настоящей статьи,75_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1912"">пунктов 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1948"">8</a> настоящей статьи",10. Бюджетный запрос администратора республиканских бюджетных программ рассматривается ведо
пунктами 1 – 8 настоящей статьи,75_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1912"">пунктами 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1948"">8</a> настоящей статьи",15. При рассмотрении бюджетных запросов администратора бюджетных программ учитывается соблю
пункте 16 настоящей статьи,75_p16,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1983"">пункте 16</a> настоящей статьи","18. Соответствующая бюджетная комиссия рассматривает материалы, указанные в пункте 16 насто"
пунктами 1 – 8 настоящей статьи,75_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1912"">пунктами 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1948"">8</a> настоящей статьи","соблюдение требований, установленных пунктами 1 – 8 настоящей статьи;"
пунктом 3 настоящей статьи,76_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2009"">пунктом 3</a> настоящей статьи","местных бюджетов одного уровня друг с другом, за исключением случаев, предусмотренных пункт"
статьи 75,75,z1911,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1911"">статьи 75</a>","статьи 75 настоящего Кодекса и включают трансферты, передаваемые в нижестоящие бюджеты, утвержденны"
частью первой,80_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2063"">частью первой</a>","Прогнозные объемы доходов и затрат бюджетов областей, городов республиканского значения, ст"
части второй,80_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2064"">части второй</a>","Сведения, указанные в части второй настоящего пункта, формируются на основании отчетных дан"
статьи 84,84,z2131,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2131"">статьи 84</a>",статьи 84 настоящего Кодекса и имеющего положительное предложение соответствующей бюджетной комисси
частью первой,80_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2063"">частью первой</a>",Прогнозные объемы капитальных затрат и затрат на развитие местных бюджетов рассчитываются в
частью пятой,80_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2079"">частью пятой</a>","При разработке отраслевых методик, предусмотренных частью пятой настоящего пункта, учитываю"
статьи 70,70,z1770,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1770"">статьи 70</a>",статьи 70 и
статьи 84,84,z2131,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2131"">статьи 84</a>",статьи 84 настоящего Кодекса;
статьи 37,37,z1139,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1139"">статьи 37</a>","статьи 37,"
статьи 148,148,z3322,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3322"">статьи 148</a>","статьи 148,"
статьи 149,149,z3394,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3394"">статьи 149</a>",статьи 149 настоящего Кодекса;
пунктом 2 настоящей статьи,80_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2064"">пунктом 2</a> настоящей статьи",5. Для планирования трансфертов общего характера аппараты акимов городов районного значения
пунктом 3 настоящей статьи,80_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2066"">пунктом 3</a> настоящей статьи",1) определение в соответствии с пунктом 3 настоящей статьи прогнозных объемов доходов:
пунктом 4 настоящей статьи,80_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2070"">пунктом 4</a> настоящей статьи",2) определение в соответствии с пунктом 4 настоящей статьи прогнозных объемов затрат нецеле
статьи 75,75,z1911,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1911"">статьи 75</a>",статьи 75 настоящего Кодекса;
статьей 41,41,z1267,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1267"">статьей 41</a>",7. Первый руководитель центрального отраслевого государственного органа несет ответственнос
статьи 148,148,z3322,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3322"">статьи 148</a>",статьи 148 настоящего Кодекса при отсутствии альтернативных источников финансирования.
статьи 73,73,z1859,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1859"">статьи 73</a>",статьи 73 настоящего Кодекса и направляют в отраслевые государственные органы – администраторам рес
пункта 2 настоящей статьи,83_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2117"">пункта 2</a> настоящей статьи",6. Целевые трансферты используются местными исполнительными органами только в соответствии
пункта 2 настоящей статьи,83_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2117"">пункта 2</a> настоящей статьи","Целевые текущие трансферты, передаваемые в соответствии с подпунктом 1) пункта 2 настоящей"
пункте 1 настоящей статьи,84_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2132"">пункте 1</a> настоящей статьи","Результаты мониторинга, указанного в пункте 1 настоящей статьи, по итогам года представляют"
статьей 119,119,z2828,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2828"">статьей 119</a>","2. Мониторинг целевых трансфертов, выделенных из вышестоящего бюджета, осуществляется в рам"
Пункт 2 статьи 87,87,z2181,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2181"">Пункт 2 статьи 87</a>",Пункт 2 статьи 87 вводится в действие с 01.01.2028 в соответствии с
пункта 1 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 1 статьи 172</a>",пункта 1 статьи 172 настоящего Кодекса.
Подпункт 3) пункта 2 статьи 90,90,z2250,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z90_2_3"">Подпункт 3)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2250"">пункта 2</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2250"">статьи 90</a>",Подпункт 3) пункта 2 статьи 90 вводится в действие с 01.01.2027 в соответствии с
пункта 1 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 1 статьи 172</a>",пункта 1 статьи 172 настоящего Кодекса.
пунктом 8 статьи 148,148,z3322,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3322"">пунктом 8 статьи 148</a>","информацию о начатых (продолжающихся) бюджетных инвестиционных проектах, включенных в проек"
статьи 148,148,z3322,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3322"">статьи 148</a>","статьи 148 настоящего Кодекса в рамках плана развития области, города республиканского значения, ст"
пунктом 2 настоящей статьи,90_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2252"">пунктом 2</a> настоящей статьи","6. Закон о республиканском бюджете с приложениями, документами и материалами, прилагаемыми"
статьи 148,148,z3322,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3322"">статьи 148</a>","статьи 148 настоящего Кодекса в рамках плана развития области, города республиканского значения, ст"
пунктом 3 настоящей статьи,91_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2322"">пунктом 3</a> настоящей статьи","4. В случае, если маслихатом в срок, установленный пунктом 3 настоящей статьи, не будет при"
статьи 115,115,z2765,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2765"">статьи 115</a>",статьи 115 настоящего Кодекса.
статьи 99,99,z2494,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2494"">статьи 99</a>","статьи 99,"
статьи 116,116,z2779,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2779"">статьи 116</a>",статьи 116 настоящего Кодекса.
статьи 70,70,z1770,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1770"">статьи 70</a>",статьи 70 настоящего Кодекса.
пункта 6 статьи 70,70,z1770,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1770"">пункта 6 статьи 70</a>",4. При сокращении бюджетных программ (подпрограмм) учитываются их приоритетность и социальн
подпунктом 2) настоящего пункта,98_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2469"">подпунктом 2)</a> настоящего пункта",Центральный уполномоченный орган по бюджетному планированию после проведения корректировки
статьи 20,20,z356,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z356"">статьи 20</a>",статьи 20 настоящего Кодекса;
статьи 97,97,z2453,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2453"">статьи 97</a>",статьи 97 настоящего Кодекса;
статьи 115,115,z2765,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2765"">статьи 115</a>",статьи 115 настоящего Кодекса;
статьи 116,116,z2779,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2779"">статьи 116</a>",статьи 116 настоящего Кодекса;
статьи 119,119,z2828,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2828"">статьи 119</a>",статьи 119 настоящего Кодекса.
пунктами 4 и 9 статьи 20,20,z356,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z356"">пунктами 4 и 9 статьи 20</a>",6) предусмотренных пунктами 4 и 9 статьи 20 настоящего Кодекса;
пунктом 3 статьи 97,97,z2453,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2453"">пунктом 3 статьи 97</a>",7) предусмотренных пунктом 3 статьи 97 настоящего Кодекса;
"пунктами 1, 2 и 5 статьи 115",115,z2765,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2765"">пунктами 1, 2 и 5 статьи 115</a>","8) предусмотренных пунктами 1, 2 и 5 статьи 115 настоящего Кодекса;"
пунктами 5 и 6 статьи 116,116,z2779,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2779"">пунктами 5 и 6 статьи 116</a>",9) предусмотренных пунктами 5 и 6 статьи 116 настоящего Кодекса;
пунктом 4 настоящей статьи,98_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2492"">пунктом 4</a> настоящей статьи",10) предусмотренных пунктом 4 настоящей статьи;
пункте 2 настоящей статьи,100_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2504"">пункте 2</a> настоящей статьи",3. После одобрения Республиканской бюджетной комиссией указанных в пункте 2 настоящей стать
пункта 2 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 2 статьи 172</a>",пункта 2 статьи 172.
пунктом 6 настоящей статьи,105_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2568"">пунктом 6</a> настоящей статьи","9. Руководитель бюджетной программы обеспечивает достоверность, правильность оформления и с"
