original,article,anchor,link,context
части первой,56_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z192"">части первой</a>","2. Суд (судья), орган (должностное лицо), рассматривающие дело об административном правонар"
части первой,62_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z207"">части первой</a>",8. Постановление судьи или уполномоченного органа о прекращении административного производс
статьями 73-3,73,z244,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z244"">статьями 73-3</a>","1. Дела об административных правонарушениях, предусмотренных статьями 73-3,"
127-2,127-2,z4814,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4814"">127-2</a>","(частью первой), 127-2,"
73-3,73-3,z4541,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4541"">73-3</a>","и 73-3 настоящего Кодекса, могут быть освобождены судом от административной ответственности, если о"
части первой,68_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z231"">части первой</a>","3. Срок применения меры воспитательного воздействия, предусмотренной подпунктом 4) части пе"
части первой,68_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z231"">части первой</a>",4. В случае систематического неисполнения несовершеннолетним меры воспитательного воздейств
частью первой,73_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z245"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью второй,73_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z246"">частью второй</a>","3. Действия, предусмотренные частью второй настоящей статьи, совершенные лицами, к которым"
частью первой,74_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z249"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью первой,75_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z252"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью третьей,75_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z254"">частью третьей</a>","4. Действие, предусмотренное частью третьей настоящей статьи, совершенное повторно в течени"
частью пятой,75_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z256"">частью пятой</a>","6. Действия, предусмотренные частью пятой настоящей статьи, совершенные повторно в течение"
частью первой,76_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3580"">частью первой</a>","2. Действие (бездействие), предусмотренное частью первой настоящей статьи, совершенное повт"
частью первой,78_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z262"">частью первой</a>","2. Совершение должностным лицом деяний, предусмотренных частью первой настоящей статьи, есл"
частью третьей,79_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z267"">частью третьей</a>","4. Деяние, предусмотренное частью третьей настоящей статьи, повлекшее утерю, незаконный сбо"
частью 2-1,80_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4555"">частью 2-1</a>","2-2. Деяния, предусмотренные частью 2-1 настоящей статьи, совершенные повторно в течение го"
частью третьей,80_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z271"">частью третьей</a>","4. Деяния, предусмотренные частью третьей настоящей статьи, совершенные повторно в течение"
частью первой,80-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4560"">частью первой</a>","3. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью второй,80-1_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4566"">частью второй</a>","4. Действия, предусмотренные частью второй настоящей статьи, совершенные повторно в течении"
статьи 50,50,z4866,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4866"">статьи 50</a>","5. Действия, предусмотренные частью четвертой настоящей статьи, совершенные лицами, к котор"
частью четвертой,80-1_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4570"">частью четвертой</a>","5. Действия, предусмотренные частью четвертой настоящей статьи, совершенные лицами, к котор"
частью первой,82-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3285"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,83_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4312"">частью первой</a>","2. Действие (бездействие), предусмотренное частью первой настоящей статьи, совершенное повт"
частью первой,84_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z283"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,86_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z289"">частью первой</a>","2. Действие (бездействие), предусмотренное частью первой настоящей статьи, совершенное повт"
частью первой,86_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z289"">частью первой</a>","3. Действие (бездействие), предусмотренное частью первой настоящей статьи, совершенное в от"
частью третьей,86_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z291"">частью третьей</a>","4. Действие (бездействие), предусмотренное частью третьей настоящей статьи, совершенное пов"
частью первой,87_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z294"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью третьей,87_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z296"">частью третьей</a>","4. Действия, предусмотренные частью третьей настоящей статьи, совершенные повторно в течени"
частью первой,89_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z300"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,90_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z303"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью третьей,90_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z305"">частью третьей</a>","4. Действие, предусмотренное частью третьей настоящей статьи, совершенное повторно в течени"
частью шестой,91_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z313"">частью шестой</a>","7. Деяние, предусмотренное частью шестой настоящей статьи, совершенное повторно в течение г"
части одиннадцатой,91_p11,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z318"">части одиннадцатой</a>",3. Для целей части одиннадцатой настоящей статьи физическое лицо и (или) юридическое лицо н
частью второй,92_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z322"">частью второй</a>","3. Деяния, предусмотренные частью второй настоящей статьи, совершенные повторно в течение г"
частью первой,92-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3478"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные повторно в течение г"
частью шестой,93_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z331"">частью шестой</a>","7. Деяния, предусмотренные частью шестой настоящей статьи, совершенные повторно в течение г"
частью первой,95_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z337"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,96_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z340"">частью первой</a>","2. Действие (бездействие), предусмотренное частью первой настоящей статьи, совершенное повт"
частью первой,98_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z348"">частью первой</a>","2. Действие (бездействие), предусмотренное частью первой настоящей статьи, совершенное повт"
частью 1-1,98_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5544"">частью 1-1</a>","2-1. Действие (бездействие), предусмотренное частью 1-1 настоящей статьи, совершенное повто"
частью третьей,98_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z350"">частью третьей</a>","4. Действие (бездействие), предусмотренное частью третьей настоящей статьи, совершенное пов"
частью первой,119_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z385"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, совершенное председателем террит"
частью первой,127_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4270"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,127_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4270"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, совершенное родителем или иным л"
частью первой,127-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4048"">частью первой</a>","2. То же деяние, совершенное повторно в течение года после наложения административного взыс"
частью первой,127-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4815"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью пятой,127-3_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5457"">частью пятой</a>","6. Действия, предусмотренные частью пятой настоящей статьи, совершенные повторно в течение"
части третьей,127-3_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5450"">части третьей</a>",2. Для целей части третьей настоящей статьи под должностными лицами следует понимать:
частью второй,128_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4183"">частью второй</a>","1. Вовлечение несовершеннолетнего в совершение административного правонарушения, за исключе"
частью первой,129_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z411"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные повторно в течение г"
частью первой,130_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z414"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,132_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z418"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,133_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4574"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,134_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4031"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,135_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z427"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,137_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z432"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью первой,139_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z437"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью первой,147_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z455"">частью первой</a>","2. Те же действия, совершенные повторно в течение года после наложения административного вз"
частью первой,147-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4773"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
статьи 50,50,z4866,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4866"">статьи 50</a>","3. Действие, предусмотренное частью второй настоящей статьи, совершенное лицом, к которому"
частью второй,147-1_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4775"">частью второй</a>","3. Действие, предусмотренное частью второй настоящей статьи, совершенное лицом, к которому"
частью первой,149_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z459"">частью первой</a>","2. Действия (бездействие), предусмотренные частью первой настоящей статьи, совершенные повт"
частью первой,151_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z464"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
155,155,z471,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z471"">155</a>","и 155 настоящего Кодекса признается ущерб, причиненный гражданину на сумму, не превышающую двух тыс"
статьях 153 и 155,153,z467,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z467"">статьях 153</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z471"">155</a>","2. Доходом в крупном размере в статьях 153 и 155 настоящего Кодекса признается доход, сумма"
частью первой,156_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4018"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью пятой,159_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z484"">частью пятой</a>","6. Действие, предусмотренное частью пятой настоящей статьи, совершенное повторно в течение"
частью второй,163_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z495"">частью второй</a>","3. Действие, предусмотренное частью второй настоящей статьи, совершенное повторно в течение"
частью первой,163-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3869"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,164_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z498"">частью первой</a>","2. Те же действия (бездействие), совершенные повторно в течение года после наложения админи"
частью четвертой,164_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z501"">частью четвертой</a>","5. Действие (бездействие), предусмотренное частью четвертой настоящей статьи, повлекшее пол"
части первой,165_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z504"">части первой</a>","1) по части первой настоящей статьи: разница между доходом (выручкой), полученным энергопро"
части второй,166_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z512"">части второй</a>","1) по части второй настоящей статьи: разница между доходом (выручкой), полученным субъектом"
части третьей,166_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z513"">части третьей</a>","2) по части третьей настоящей статьи: разница между доходом (выручкой), полученным субъекто"
части четвертой,166_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z514"">части четвертой</a>","3) по части четвертой настоящей статьи: разница между доходом (выручкой), полученным субъек"
частью первой,168_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4894"">частью первой</a>","3. Действие (бездействие), предусмотренное частью первой настоящей статьи, повлекшее получе"
частью первой,169_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z521"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью двенадцатой,169_p12,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z532"">частью двенадцатой</a>","14. Действие, предусмотренное частью двенадцатой настоящей статьи, совершенное повторно в т"
частью первой,170_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z536"">частью первой</a>","1-1. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течен"
частью десятой,170_p10,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3413"">частью десятой</a>","3. Нарушение порядка учета и (или) реализации товарного и (или) сжиженного нефтяного газа,"
частью третьей,170_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z538"">частью третьей</a>","7. Действие, предусмотренное частью третьей настоящей статьи, повлекшее получение дохода (в"
частью десятой,170_p10,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3413"">частью десятой</a>","12. Действие, предусмотренное частью десятой настоящей статьи, совершенное повторно в течен"
частью первой,172_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z550"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,174_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z558"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
части третьей,174_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z560"">части третьей</a>","4. Незаконное получение денег, ценных бумаг или иного имущества, незаконное пользование усл"
частью первой,175_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z563"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью девятой,179_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z594"">частью девятой</a>","25. Деяние, предусмотренное частью девятой настоящей статьи, совершенное повторно в течение"
частью второй,181-1_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4750"">частью второй</a>","8. Действия (бездействие), предусмотренные частью второй настоящей статьи, совершенные повт"
частью третьей,181-1_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4752"">частью третьей</a>","9. Действие (бездействие), предусмотренное частью третьей настоящей статьи, совершенное пов"
частью второй,184_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3952"">частью второй</a>","3. Действия (бездействие), совершенные повторно в течение года после наложения администрати"
частью первой,187_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5383"">частью первой</a>","2. Действия (бездействие), предусмотренные частью первой настоящей статьи, совершенные повт"
частью третьей,187_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5387"">частью третьей</a>","4. Действие (бездействие), предусмотренное частью третьей настоящей статьи, совершенное пов"
частью пятой,187_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5391"">частью пятой</a>","6. Действие (бездействие), предусмотренное частью пятой настоящей статьи, совершенное повто"
частью первой,190_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4483"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью первой,190_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4483"">частью первой</a>","3. Действия, предусмотренные частью первой настоящей статьи, повлекшие причинение значитель"
частью первой,190_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4483"">частью первой</a>","4. Действия, предусмотренные частью первой настоящей статьи, повлекшие причинение крупного"
частью пятой,190_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4491"">частью пятой</a>","6. Деяние, предусмотренное частью пятой настоящей статьи, совершенное повторно в течение го"
частью первой,190-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3418"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью четвертой,193_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4026"">частью четвертой</a>","5. Действие, предусмотренное частью четвертой настоящей статьи, совершенное повторно в тече"
частью первой,194_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z672"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,195_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z675"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,197_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4578"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью первой,198_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z682"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
423-1,423-1,z4582,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4582"">423-1</a>","и 423-1 настоящего Кодекса, –"
частью первой,199_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1744"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью третьей,199_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z686"">частью третьей</a>","4. Действия, предусмотренные частью третьей настоящей статьи, совершенные повторно в течени"
частью первой,200_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z689"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью третьей,200_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z691"">частью третьей</a>","4. Действие, предусмотренное частью третьей настоящей статьи, совершенное повторно в течени"
частью первой,201_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z694"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
416,416,z1413,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1413"">416</a>","и 416 настоящего Кодекса, –"
частью первой,203_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z700"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,204_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z703"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,204-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4504"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные повторно в течение г"
частью первой,204-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4512"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные повторно в течение г"
частью первой,204-3_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4520"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные повторно в течение г"
частью первой,204-4_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4525"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,205_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4321"">частью первой</a>","3. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,206_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z648"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью девятой,207_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3970"">частью девятой</a>","17. Действие, предусмотренное частью девятой настоящей статьи, совершенное повторно в течен"
частью первой,210_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z733"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,210-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4210"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью третьей,211_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z738"">частью третьей</a>","3-1. Деяние, предусмотренное частью третьей настоящей статьи, совершенное повторно в течени"
частью 3-1,211_3-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4213"">частью 3-1</a>","1. Ответственность за совершение правонарушения, предусмотренного частью 3-1 настоящей стат"
частью третьей,211-1_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3459"">частью третьей</a>","3-1. Действие, предусмотренное частью третьей настоящей статьи, совершенное повторно в тече"
частью четвертой,211-1_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3927"">частью четвертой</a>","5. Действие, предусмотренное частью четвертой настоящей статьи, совершенное повторно в тече"
частью первой,212_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3931"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью шестой,213_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z752"">частью шестой</a>","7. Действие, предусмотренное частью шестой настоящей статьи, совершенное повторно в течение"
частью восьмой,213_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5257"">частью восьмой</a>","9. Действие, предусмотренное частью восьмой настоящей статьи, совершенное повторно в течени"
части восьмой,213_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5257"">части восьмой</a>",1. Для целей части восьмой настоящей статьи административная ответственность наступает в сл
пунктами 3 и 5 статьи 4,4,z15,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z15"">пунктами 3 и 5 статьи 4</a>",2. Несвоевременное предоставление субъектами финансового мониторинга информации об операция
пунктами 3 и 5 статьи 4,4,z15,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z15"">пунктами 3 и 5 статьи 4</a>","3. Непредоставление информации, предоставление субъектами финансового мониторинга заведомо"
статьи 12-3,12,z39,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z39"">статьи 12-3</a>","6. Несвоевременное представление сведений и документов, предусмотренных пунктом 5 статьи 12"
статьи 12-3,12,z39,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z39"">статьи 12-3</a>","7. Непредоставление информации, представление недостоверных сведений и документов, предусмо"
пунктом 1 статьи 4,4,z15,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z15"">пунктом 1 статьи 4</a>",12. Несвоевременное предоставление субъектами финансового мониторинга информации об операци
пунктом 1 статьи 4,4,z15,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z15"">пунктом 1 статьи 4</a>","13. Непредоставление информации, предоставление недостоверной информации субъектами финансо"
частью первой,217_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4103"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
