original,article,anchor,link,context
пункте 1 настоящей статьи,14-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z167"">пункте 1</a> настоящей статьи","5. В течение сроков, предусмотренных в настоящей статье, лица, указанные в пункте 1 настоящ"
части первой,24_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z114"">части первой</a>","Положения части первой настоящего пункта не распространяются на лиц, сообщивших заведомо ло"
части первой,24_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z114"">части первой</a>",Положения части первой настоящего пункта в части поощрения не распространяются на:
части второй,24-2_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z212"">части второй</a>","К участию в заседании коллегиального органа, на котором рассматриваются вопросы, указанные"
пункте 1 настоящей статьи,24-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z209"">пункте 1</a> настоящей статьи","2. Государственный орган или другая организация, указанные в пункте 1 настоящей статьи, нап"
пункте 1 настоящей статьи,24-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z209"">пункте 1</a> настоящей статьи","2. Государственный орган или другая организация, указанные в пункте 1 настоящей статьи, нап"
пункта 2 настоящей статьи,24-3_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z220"">пункта 2</a> настоящей статьи","3. С руководителем, указанным в части первой пункта 2 настоящей статьи, заключившим с работ"
подпунктом 4) настоящего пункта,24-4_1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z231"">подпунктом 4)</a> настоящего пункта","3) обратиться в уполномоченный государственный орган, с которым ранее было заключено соглаш"
статьей 24-2,24-2,z208,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z208"">статьей 24-2</a>",4) в течение трех лет с даты приема уполномоченными государственными органами сообщения о ф
статьями 24-2 и 24-3,24-2,z208,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z208"">статьями 24-2</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z218"">24-3</a>",2. При обращении лица на основании подпункта 4) пункта 1 настоящей статьи уполномоченный ор
пункта 1 настоящей статьи,24-4_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z227"">пункта 1</a> настоящей статьи",2. При обращении лица на основании подпункта 4) пункта 1 настоящей статьи уполномоченный ор
пункта 1 настоящей статьи,24-4_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z227"">пункта 1</a> настоящей статьи",2. При обращении лица на основании подпункта 4) пункта 1 настоящей статьи уполномоченный ор
статьей 14-1,14-1,z166,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z166"">статьей 14-1</a>","статьи 12 и статьей 14-1 настоящего Закона, лица, на которых распространяется данное антикоррупцион"
статьи 12,12,z12,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z12"">статьи 12</a>","статьи 12 и статьей 14-1 настоящего Закона, лица, на которых распространяется данное антикоррупцион"
пункте 1 настоящей статьи,26-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z175"">пункте 1</a> настоящей статьи","2. В случае, если лица, указанные в пункте 1 настоящей статьи, не могут выполнить требовани"
пункте 1 настоящей статьи,26-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z175"">пункте 1</a> настоящей статьи","2. В случае, если лица, указанные в пункте 1 настоящей статьи, не могут выполнить требовани"
пункте 1 настоящей статьи,26-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z175"">пункте 1</a> настоящей статьи","2. В случае, если лица, указанные в пункте 1 настоящей статьи, не могут выполнить требовани"
пункте 1 настоящей статьи,26-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z175"">пункте 1</a> настоящей статьи","3. Неисполнение обязательств, предусмотренных настоящей статьей лицами, указанными в пункте"
пункте 1 настоящей статьи,26-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z175"">пункте 1</a> настоящей статьи","В течение срока, предусмотренного пунктом 2 настоящей статьи, лица, указанные в пункте 1 на"
пунктом 2 настоящей статьи,26-1_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z176"">пунктом 2</a> настоящей статьи","В течение срока, предусмотренного пунктом 2 настоящей статьи, лица, указанные в пункте 1 на"
пункте 1 настоящей статьи,11_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z69"">пункте 1</a> настоящей статьи","4. Супруг (супруга) лица, указанного в пункте 1 настоящей статьи, представляет в орган госу"
пунктах 2 и 3 настоящей статьи,11_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z146"">пунктах 2</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z71"">3</a> настоящей статьи","5. Супруг (супруга) лица, указанного в пунктах 2 и 3 настоящей статьи, представляет в орган"
пункте 4 настоящей статьи,11_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z72"">пункте 4</a> настоящей статьи","6. Члены семьи лица, являющегося кандидатом на службу в специальный государственный орган,"
пунктах 1 и 2 настоящей статьи,11_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z69"">пунктах 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z146"">2</a> настоящей статьи","7. Указанные в пунктах 1 и 2 настоящей статьи лица представляют соответственно в орган, на"
пунктах 1 и 2 настоящей статьи,11_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z69"">пунктах 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z146"">2</a> настоящей статьи","8. Непредставление или представление неполных, недостоверных деклараций и сведений, перечис"
пункте 8 настоящей статьи,11_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z76"">пункте 8</a> настоящей статьи","9. Деяния, указанные в пункте 8 настоящей статьи, совершенные умышленно, а также совершенны"
пункте 8 настоящей статьи,11_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z76"">пункте 8</a> настоящей статьи","10. Деяния, указанные в пункте 8 настоящей статьи, совершенные впервые в течение трех лет п"
статьи 11,11,z11,"<a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z11"">статьи 11</a>",статьи 11 настоящего Закона.
подпункте 1),11,z179,"8. Непредставление сведений или представление недостоверных сведений в декларации об активах и обязательствах лицами, указанными в <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z179"">подпункте 1)</a> ",
подпункте 2),11,z180,"
      лицами, указанными в <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z180"">подпункте 2)</a> ",
подпунктов 1) и 2),11,z11_9_1," и <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z11_9_1"">подпунктов 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z11_9_2"">2)</a> ",
подпункта 4),24-4,z231,"
      2. При обращении лица на основании <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z231"">подпункта 4)</a> ",
подпункте 4),24-4,z231," настоящей статьи уполномоченный орган по противодействию коррупции рассматривает представленные материалы и в случае установления обоснованности обращения лица, оказавшего содействие в противодействии коррупции, в течение пятнадцати календарных дней со дня поступления обращения направляет уведомление руководителю государственного органа либо другой организации о необходимости повторного рассмотрения вопросов, указанных в <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z231"">подпункте 4)</a> ",
подпунктом 5),12,z12_1_5,"
      1. В течение шести месяцев со дня введения в действие антикоррупционного ограничения, предусмотренного <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z12_1_5"">подпунктом 5)</a> ",
"
      4. При обращении лица в уполномоченный орган по противодействию коррупции для реализации права, предусмотренного подпунктом 4) пункта 1 ",24-4,z227,"
      4. При обращении лица в уполномоченный орган по противодействию коррупции для реализации права, предусмотренного <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z231"">подпунктом 4)</a> <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z227"">пункта 1</a>",
" настоящего Закона, на основании письменного согласия на передачу конфиденциальной информации, предусмотренного подпунктом 3) пункта 1 ",24-4,z227," настоящего Закона, на основании письменного согласия на передачу конфиденциальной информации, предусмотренного <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z230"">подпунктом 3)</a> <a href=""http://85.202.192.66:9096/rus/docs/Z1500000410#z227"">пункта 1</a>",
