original,article,anchor,link,context
статьи 108-1,108,z455,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z455"">статьи 108-1</a>","4. В течение срока действия особых требований к поведению лица, в отношении которого досудебное"
части первой,101_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z436"">части первой</a>","2. Убийство двух или более лиц, совершенное при обстоятельствах, указанных в части первой настоя"
частью второй,118_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z481"">частью второй</a>","3. Деяние, предусмотренное частью второй настоящей статьи, совершенное в отношении двух или боле"
частью первой,119_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z485"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть ли"
частью первой,119_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z485"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
3-1 настоящей статьи,120_3-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2362"">3-1</a> настоящей статьи","3-2. Деяния, предусмотренные частями первой, второй, третьей или 3-1 настоящей статьи, если они:"
частью 3-2,120_3-2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2437"">частью 3-2</a>","4. Деяния, предусмотренные частями первой, второй, третьей, пунктом 3) части 3-1 и частью 3-2 настоя"
части 3-1,120_3-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2362"">части 3-1</a>","4. Деяния, предусмотренные частями первой, второй, третьей, пунктом 3) части 3-1 и частью 3-2 настоя"
3-1 настоящей статьи,121_3-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2366"">3-1</a> настоящей статьи","3-2. Деяния, предусмотренные частями первой, второй, третьей или 3-1 настоящей статьи, если они:"
частью 3-2,121_3-2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2445"">частью 3-2</a>","4. Деяния, предусмотренные частями первой, второй, третьей, пунктом 3) части 3-1 и частью 3-2 на"
части 3-1,121_3-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2366"">части 3-1</a>","4. Деяния, предусмотренные частями первой, второй, третьей, пунктом 3) части 3-1 и частью 3-2 на"
частью первой,122_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2963"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, совершенные в отношении лица, не дост"
частью второй,140_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z567"">частью второй</a>","3. Деяния, предусмотренные частью второй настоящей статьи, совершенные в отношении двух и более"
частью первой,144_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z577"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные:"
частью второй,147_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z589"">частью второй</a>","3. Деяния, предусмотренные частью второй настоящей статьи, совершенные лицом с использованием св"
частью четвертой,147_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1771"">частью четвертой</a>","5. Совершение действий, предусмотренных частью четвертой настоящей статьи, в публичном выступлен"
1-1 настоящей статьи,150_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2672"">1-1</a> настоящей статьи","2. Деяния, предусмотренные частями первой и 1-1 настоящей статьи::"
частью первой,156_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z616"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть че"
частью первой,156_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z616"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
части первой,164_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z638"">части первой</a>","2. Убийство лиц, перечисленных в части первой настоящей статьи, –"
частью третьей,170_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z652"">частью третьей</a>","4. Деяние, предусмотренное частью третьей настоящей статьи, повлекшее гибель людей или иные тяжк"
части третьей,189_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z709"">части третьей</a>",наказываются штрафом от трехкратного до пятикратного размера похищенного имущества либо лишением
части третьей,190_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z714"">части третьей</a>",наказываются штрафом от трехкратного до пятикратного размера похищенного имущества либо лишением
части первой,193_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z729"">части первой</a>","2) повлекли уничтожение либо порчу предметов или документов, указанных в части первой настоящей"
части третьей,195_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z740"">части третьей</a>","наказываются лишением свободы на срок от пяти до десяти лет с конфискацией имущества, с лишением"
частью второй,198_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z756"">частью второй</a>","3. Деяния, предусмотренные частью второй настоящей статьи, совершенные:"
частью второй,199_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z761"">частью второй</a>","3. Деяния, предусмотренные частью второй настоящей статьи, совершенные:"
частью первой,201_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z770"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные лицом с использованием св"
частью первой,203_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z777"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи:"
2-1 настоящей статьи,206_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3105"">2-1</a> настоящей статьи","3. Деяния, предусмотренные частями первой, второй или 2-1 настоящей статьи:"
2-1 настоящей статьи,207_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3106"">2-1</a> настоящей статьи","3. Деяния, предусмотренные частями первой, второй или 2-1 настоящей статьи:"
статьи 214,214,z820,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z820"">статьи 214</a>",статьи 214 Уголовного кодекса РК признано соответствующим
частью первой,216_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z828"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное:"
частью первой,217-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2754"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное:"
части первой,218-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2843"">части первой</a>","Республики Казахстан ""О возврате государству незаконно приобретенных активов"", в законный оборот ак"
пунктом 1) настоящей части,218-1_4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2853"">пунктом 1)</a> настоящей части","наказываются лишением свободы на срок от пяти до десяти лет с конфискацией имущества, а в случая"
частью первой,232-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3124"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, повлекшее получение материального воз"
частью первой,232-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3124"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, повлекшие получение материального воз"
частью четвертой,232-1_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3127"">частью четвертой</a>","5. Деяние, предусмотренное частью четвертой настоящей статьи, повлекшее получение материального"
частью четвертой,232-1_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3127"">частью четвертой</a>","6. Деяние, предусмотренное частью четвертой настоящей статьи, повлекшее получение материального"
статьи 245,245,z908,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z908"">статьи 245</a>","статьи 245 настоящего Уголовного кодекса РК в отношении слов ""преступной группой"" признана соответс"
1-1 настоящей статьи,249_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2710"">1-1</a> настоящей статьи","2. Деяния, предусмотренные частями первой, 1-1 настоящей статьи, совершенные:"
1-1,249_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2710"">1-1</a>","3. Деяния, предусмотренные частями первой, 1-1 или второй настоящей статьи, совершенные:"
частью четвертой,253_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z937"">частью четвертой</a>","5. Деяния, предусмотренные частью четвертой настоящей статьи, если они:"
частью первой,272_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1013"">частью первой</a>","2. Участие в массовых беспорядках, предусмотренных частью первой настоящей статьи, –"
частью третьей,272_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1015"">частью третьей</a>","4. Деяния, предусмотренные частью третьей настоящей статьи, совершенные с использованием средств"
частью первой,277_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1028"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,278_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1032"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть дв"
частью первой,279_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1036"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,280_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1039"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,281_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1042"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,282_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1046"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью третьей,287_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1068"">частью третьей</a>","4. Деяния, предусмотренные частью третьей настоящей статьи, совершенные группой лиц по предварит"
частью первой,292_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1086"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,300_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1122"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, совершенное:"
частью первой,304_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1136"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
статьей 105,105,z443,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z443"">статьей 105</a>","1. Пропаганда самоубийства, то есть умышленное распространение в любой форме информации в целях"
частью первой,313-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2934"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, повлекшее покушение на самоубийство о"
частью первой,313-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2934"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее самоубийство лица, –"
частью первой,317_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2869"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности причинени"
частью первой,317_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2869"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть че"
частью первой,317_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2869"">частью первой</a>","4. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть дв"
частью первой,319_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1188"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное неоднократно, –"
частью третьей,319_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1190"">частью третьей</a>","4. Деяние, предусмотренное частью третьей настоящей статьи, совершенное неоднократно, –"
частью первой,322_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1200"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть че"
частью первой,322_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1200"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,324_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1211"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности причинени"
частью первой,332_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1238"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности:"
частью первой,332_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1238"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности причинени"
частью первой,337_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1255"">частью первой</a>","2. Незаконная охота, предусмотренная частью первой настоящей статьи, совершенная неоднократно, –"
1-1 настоящей статьи,339_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2558"">1-1</a> настоящей статьи","2. Деяния, предусмотренные частями первой или 1-1 настоящей статьи, совершенные:"
1-1,339_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2558"">1-1</a>","3. Деяния, предусмотренные частями первой, 1-1 или второй настоящей статьи, совершенные:"
частью второй,342_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1272"">частью второй</a>","3. Деяния, предусмотренные частью второй настоящей статьи, если они совершены:"
частью второй,343_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1275"">частью второй</a>","3. Деяния, предусмотренные частью второй настоящей статьи, повлекшие смерть человека либо массов"
частью первой,344_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1279"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,345_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1283"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть че"
частью первой,345_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1283"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,345-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2572"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть че"
частью первой,345-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2572"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,346_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1288"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности поврежд"
